"Date / Time","City","State","Shape","Duration","Summary","Posted"
"12/24/84 23:15","Tocca","GA","Triangle","3 min","Three bright light in a triangle formation moving very rapidly across the sky","12/7/06"
"12/15/84 22:00","Toronto (Canada)","ON","Sphere","20 seconds","yellowish sphere appears/disappears","12/2/00"
"12/15/84 00:00","Las Vegas    in desert","NV","Other","4-5 hours","In Dec. 1984, I was hiking in the Las Vegas desert.  I saw what appeared to be a piece of cellophane like material.","7/15/16"
"12/4/84 20:00","Emporium","PA","Circle","1 hour","three lights over emporium pa","4/27/07"
"12/1/84 18:00","Montgomery","AL","Fireball","Seconds","Southeast toward Northwest, low, large, lighting up sky,red, with a tail  which  split off behind.  May  have entered Florida, crossed ","3/7/00"
"11/26/84 22:00","St. Charles","IL","Changing","45 minutes","Object pulses in the red-blue-purple spectrum.","3/13/12"
"11/24/84 19:30","Williamstown","MA","Triangle","20 mins","Don't want to divulge any information that might involve other witnesses of this event without their permission. Suffice to say that my","11/28/07"
"11/24/84 13:00","Columbus","WI","Cigar","10 seconds","Mid day cigar shape citing while deer hunting","5/11/05"
"11/20/84 05:00","Ruggles Beach/Huron","OH","Chevron","5 Minutes","What I saw could not have been made on this earth.","9/6/02"
"11/15/84 18:00","North Platte","NE","Other","5 minutes","UFO follows train tracks","11/28/07"
"11/15/84 18:00","Jasper (rural part of)","FL","Unknown","4 minutes","Lights moving in a circular motion, but hovering without any SOUND!","4/18/12"
"11/15/84 10:15","Hay Lakes (Canada)","AB","Circle","45 minutews","Large UFO hovering  50 feet above farm-house, in Alberta, witnessed by Police Officer.","5/15/06"
"11/14/84 20:00","Alvarado","TX","Fireball","2 seconds","Fireball in Alvarado","8/5/01"
"11/11/84 23:00","Edgartown","MA","Triangle","10 minutes","My fiance and I, both artist, were getting married August 12, 1984 and spending our honeymoon on Martha's Vineyard.  About 11:00 the ni","5/15/06"
"11/9/84 04:00","Brandon (outside Jackson)","MS","Cylinder","1-5 minutes","I lived in Crossgates on the north end of the lake  I woke up suddenly, got up out of bed and looked out the glass doors. Just above tr","2/27/00"
"11/7/84 02:30","Carrollton (6 miles west of, on Garrett Circle)","GA","Other","10-12 minutes","For 10 minutes, moving from north to south 25 feet above the ground, moving at 1 to 2 miles an hour, a 150 ft tall, 30 ft wide vertical","8/5/01"
"11/1/84 17:30","Honey Grove","TX","Disk","5 min","UFO in weat feild - Honey Grove - Texas","1/19/05"
"10/20/84 05:00","Columbus","OH","Light","4 hr","Driving in a thick pea soup fog. Car headlights went out suddenly. I had seen &quot;Close Encounters of the 3rd Kind&quot; a few years ago.  ( th","12/3/04"
"10/20/84 03:00","Middle Town","CA","Diamond","1-3 minutes","My wife and I saw one of the more common UFO's that have been seen in New Mexico, Arizona, and other places. This UFO has been describe","9/15/05"
"10/18/84 22:00","Allendale","MI","Light","15-20 minutes","Appeared to be a bright star with multicolored lights surrounding it, that moved in rapid 45 degree angle directions.","2/18/01"
"10/15/84 22:30","Uvalde","TX","Circle","5-15 minutes","I cant remember very well now but i think it happened on a thursday night...i needed school paper for the folowing day and i told my pa","11/20/01"
"10/15/84 23:00","New Boston","TX","Egg","1 hour","Controled flight. Extremely low altitude. Extremely slow speed. NO SOUND! Observed at close distances.","10/27/04"
"10/15/84 21:00","Strafford","MO","Circle","10 inutes","I was only about 8 or 9 years old.  I had spent the weekend w/ my father &amp; step mom when they were getting ready to take me to my moms ","4/25/02"
