lat,lng,city,state,date,specs,shape,duration
37.1544946,90.6956749,Piedmont,MO,8/10/30,Grey entities sighted on numerous occasions on same farm since the 1850's,N/A,20 minutes
40.028848,74.89164579999999,Willingboro,NJ,6/30/30,"This isn't my encounter, it's my mother's when she was living in willingboro with her family. i dont know how old she was or how long a",Other,N/A
43.0962143,79.0377388,Niagara+Falls,NY,6/30/30,Found in old family photo album picture taken at Niagara Falls some where from 1925-1935 not exact becauae no body in my family knows.,Disk,???
42.5089376,76.39443969999999,Ithaca/Freeville,NY,6/1/30,Very Large Triangle Shapped Object,Triangle,20 mins
