"Date / Time","City","State","Shape","Duration","Summary","Posted"
"12/31/05 21:30","San Luis","AZ","Light","20 Minutes","Red Objets over the desert sky of San Luis Arizona","2/14/06"
"12/31/05 18:00","Quincy","CA","Sphere","2-3 minutes","White orb seen over Quincy, California at 6 PM December 31st, 2005. Duration: 2 to 3 minutes.","2/14/06"
"12/31/05 01:00","Cumberland","ME","Other","3 seconds","Strange green object dropping vertically in the semi-cloudy night sky over Cumberland, Maine.  Then suddenly dissapearing.","2/14/06"
"12/30/05 21:30","Petelo (near)","MO","Light","15 min","It looked  like an orange firey disk huvering at tree level","7/16/06"
"12/30/05 19:00","Plano","TX","Fireball","5 Seconds","Flaming green object fell from sky.  ((NUFORC Note:  Possible meteor.  PD))","2/14/06"
"12/30/05 18:15","Lewisville","TX","Light","1 to 1.5 min.","Bright light moving silently, west to east","2/14/06"
"12/30/05 13:25","Melbourne (Australia)","AL","Disk","15 minutes","12/30/05 silver object  hovering for 15 mins","2/14/06"
"12/30/05 03:00","Great Bend","KS","Fireball","10-15 minutes","Flash of light in night sky leads to missing time in Central Kansas","2/14/06"
"12/29/05 23:00","Lake Havasu City","AZ","Disk","N/A","It was very fast and gold with red and blue lights on it.","2/14/06"
"12/29/05 20:00","Sault Ste. Marie (east of; Algoma District) (Canada)","ON","Circle","3-5 minutes","7 or 8 Large Orange glowing UFOs Rise,make patterns,and race in our southern night sky.","2/14/06"
"12/29/05 19:30","Summerville","SC","Triangle","1 minute","While driving down Dorchester Road just before Old Orangeburg Rd. my son pointed out strange lights in the sky. As i looked up i though","2/14/06"
"12/29/05 19:00","Mounds","IL","Unknown","15 min","lights in clouds, 4 witnesses for sure","2/14/06"
"12/29/05 14:20","Escondido","CA","Sphere","2 minutes","3 objects were seen in formation cross in other with quick movements. After about 2 minutes of viewing, they just disappeared.","2/14/06"
"12/29/05 03:30","Evanston","IL","Light","a few seconds","Red laser light beam in Evanston, Illinois","2/14/06"
"12/29/05 03:27","Glendale","AZ","Light","20 to 30 seconds","Light dropping other lights","2/14/06"
"12/28/05 23:30","Schoharie","NY","Egg","1 minute","Egg shaped vessel lit by some means not of this earth.","2/14/06"
"12/28/05 23:10","Gaithersburg","MD","Light","10 SECONDS","SAW FLYING  OBJECT  AND IT DISSAPPEARD RIGHT BEFORE MY EYES!","2/14/06"
"12/28/05 21:00","Miami","OK","Light","5 minutes","UFO MISSOURI INVESTIGATOR GROUP REPORT:  I looked out the window of our pick-up and noticed a large orange &quot;star&quot; or so I thought&#8230;","12/7/06"
"12/28/05 20:30","Fort Collins","CO","Light","hour","Circular lights ran pattern over and over in sky","2/14/06"
"12/28/05 19:40","Wabowden (Canada)","MB","Light","5 seconds","Blue light seen near Thompson, Manitoba. zig zagged and diappeared behind horizon.","2/14/06"
"12/28/05 18:34","Orlando","FL","Light","25-30 seconds","Noticed &quot;star&quot; moving across sky...it stopped...continued moving, and changed color...streaked away in a second.","2/14/06"
