"Date / Time","City","State","Shape","Duration","Summary","Posted"
"12/24/70 18:00","Berlin","NJ","Cylinder","5 minutes","Cylinder shape, not fast moving like you see in all the usual sightings. Like i could feel it observing me.","5/15/13"
"12/21/70 19:00","Lake  Wales","FL","Oval","5 min.","Pulled over by a ufo using police lights","5/27/03"
"12/20/70 17:00","Meriden","CT","Unknown","10 minutes","My parents &amp; I just sat down for dinner when my Aunt came over to say she see's a funny thing in the sky . itm was dark already because","7/4/12"
"12/15/70 21:00","Newton Centre","MA","Other","3-5 seconds","Vertical trapazoid having a glowing pale yellow cloor and gliding across the sky with a wallowing motion.","8/24/10"
"12/5/70 20:00","Albuquerque","NM","Other","a few min","1970 Sighting over Kirtland Airforce base in New Mexico.","9/2/05"
"12/1/70 16:30","Union","NJ","Disk","30 minutes","UFO over 5 Points, Union , NJ","10/30/12"
"11/15/70 21:00","Somerville","NJ","Disk","three hours","We Had An Alien Trapped!","12/16/05"
"11/15/70 20:00","Columbus","OH","Sphere","1 hour","I saw the Three Red Lights back in the 70's.","1/19/05"
"11/7/70 21:00","Franklin","TN","Sphere","5 minutes","White globe above river at prehistoric indian site","6/18/04"
"11/5/70 01:00","Beardstown","IL","Light","4 min.","1970 mysterious light in beardstown IL","4/16/05"
"11/1/70 20:30","Rochester","NY","N/A","30 MIN.","A number of cases described a reddish clay residue that had been found at abduction sites.","12/23/02"
"10/30/70 03:00","Corpus Christi","TX","Oval","10 minutes","Strange lights outside of bedroom window, little aliens.","4/4/14"
"10/29/70 19:50","Lindenhurst","NY","Sphere","10 seconds","Object raced across sky, stopped, zig zagged back and then took off out of sight. We seemed frozen, watched stopped, arm hairs stood up","7/14/99"
"10/15/70 23:00","San Diego/Pacific Beach","CA","Light","1 minute","I saw a UFO in the night sky over Pacific Beach in San Diego, &amp; while being trailed by 2 jets firing tracers the object turned north on","8/5/09"
"10/15/70 10:00","Westland","MI","Unknown","20 seconds","Early 1970's, object going around the sun.","8/16/02"
"10/10/70 19:00","Manchester","KY","Unknown","3 minutes","Slow moving, silent craft accelerated at an unbelievable angle and speed.","2/14/08"
"10/10/70 16:00","Bellmore","NY","Disk","30 min.","silver disc seen by family and neighbors","5/11/00"
"10/1/70 21:00","New York City (Brooklyn)","NY","Disk","5 mins","Saucer/disklike craft, with multi-colored lights sighted in Bayridge Brooklyn in 1970 with many eyewitnesses.","2/18/01"
"10/1/70 19:00","Summit Lake Indian Reservation","NV","Oval","25min.","ball of light, turned into a doughnut shape, assention, stream, 4 witnesses,seen from higher elevation.","8/11/04"
"10/1/70 19:00","Tampa","FL","Other","15 Minutes","36 year old reports an object he saw with his mother 31 years ago.","8/20/01"
"10/1/70 17:30","Bentonville","AR","Other","about 4 hours","Hoseshoe shaped","12/7/06"
"10/1/70 16:00","New York City (Brooklyn)","NY","Disk","3 minutes","Hoovering disk like object by Father and Son, Brookyln, NY 1970","1/21/08"
"10/1/70 01:00","Kingston (Canada)","ON","Sphere","3 minutes","Sept. 1970. Kingston Ontario. Spherical grren orb. 3 minute duration. Bright green orb travelled slowly and then took off extremely qui","10/11/05"
"9/22/70 23:00","New York City (Manhattan)","NY","Sphere","three hours","While I realize this is reaching a bit far back, I believe this is an important sighting, and should be reported. It was around 11:","3/17/04"
"9/22/70 01:30","Whitby (Canada)","ON","Light","2 minutes","Whitby Ontario Canada 1:30 am saw a flashing light  moving in diferent directions and at different speeds","5/13/12"
"9/22/70 01:00","Homestead","FL","Light","5 MINUTES","BRIGHT LIGHT...LOST POWER TO MISSILE SITE...LEFT AT HIGH RATE OF SPEED","8/7/07"
"9/21/70 18:30","Quincy","IL","Unknown","3 hours","Bright  blue/white light and lost time. 500 Lights On Object0: Yes","3/4/08"
"9/20/70 20:00","Russellton","PA","Triangle","10 Minutes","4 Sided UFO with Lights spotted in Russellton in the Summer  of 1970","1/21/08"
"9/15/70 20:00","Sturgeon","MO","Unknown","15-20 minutes","Rumbling noise Bright light and Silence In MO.","2/4/13"
"9/15/70 07:30","Deer Creek","CA","Diamond","30 min","UFO's land and at flight during a overcast morning...","8/5/01"
"9/10/70 21:30","San Angelo","TX","Light","20 seconds","Three white light plasma craft (w intelligent thought) sped across Texas sky and the shot up into atmosphere.","4/27/04"
"9/10/70 11:00","Mundelin","IL","Disk","30 seconds","It wasn't so much what I saw but how it moved that I will never forget.","12/12/09"
