"Date / Time","City","State","Shape","Duration","Summary","Posted"
"12/30/67 17:10","Bithlo","FL","Disk","Approx. 7 hours","On the evening of December 30, 1967, shortly after dusk, I observed along with two other witnesses, a circular craft, approximately 40","6/18/04"
"12/15/67 19:30","La Plata","MD","Circle","10 minutes","bright rotating colors, two objects, one large and one much smaller.","10/19/99"
"12/6/67 03:30","Broadview Heights","OH","Light","20 seconds","Saw descending star-shaped object, slow, bright, no trails, no explosion, twice in 15 years.","8/11/04"
"11/20/67 21:00","Silver Lake","OR","Unknown","1minute","Saw a small white light that increased dramatically in size, reduced to a small light, turned red and zip......it was gone.","8/5/12"
"11/15/67 23:30","Blaine","WA","Unknown","36 seconds","UFO flyover during war games.","3/2/04"
"11/15/67 23:00","Fort Jackson","SC","Disk","15 minutes","2 soldiers obseved object while on guard duty.","3/10/17"
"11/12/67 21:30","Chicago","IL","Disk","30 - 60 seconds","Saucer shaped, with 2 and a half portholes visible, a red light atop, and it moved away at high speed","9/15/05"
"11/10/67 19:00","Highway 71 between Clearmont, Missouri and Maryville, Missou","MO","Unknown","2-3 minutes","Noticed a semi-circular array of white lights with a pulsing middle light.  Observed object in southern sky.  Actually heard propulsion","3/7/98"
"11/10/67 06:00","Fort Polk","LA","Unknown","5-10 inutes","This was a UFO sighting by a military formation at  Ft Polk, Lousiana in 1967.","6/23/10"
"11/2/67 22:00","Tiburon","CA","Teardrop","20 seconds","Teardrop outlined in white light, three circular white lights in dark interior, silent.","8/5/01"
"10/31/67 20:30","Ada","OK","Circle","12 seconds","Extreemly fast moving multi colored circle of light.","4/27/04"
"10/31/67 20:00","Midland","TX","Light","5 seconds","I remember this event very distinctly.  However I am unsure of the date.  It&#8217;s approximate.  However I am very sure it was during a Hal","2/1/07"
"10/20/67 18:00","Old Greenwich","CT","Disk","30 seconds","Very OLD sighting of glowing blue object hovering over RR tracks/wires in SW Connecticut. 1967!","2/1/07"
"10/17/67 23:00","Cherokee Village","AR","Circle","35 minutes","Bright light - 12ft Sphere","3/11/06"
"10/15/67 23:00","Travis AFB","CA","Unknown","?","UFO AT TRAVIS AFB CALIFORNIA 1967.","1/31/11"
"10/15/67 23:00","Saugus","CA","Light","3 minutes","oct. 1967 late night, I was a high school student living in the boring town of Saugus, California, the nearest town was Newhaul, and th","3/19/09"
"10/15/67 21:00","North Hollywood","CA","Fireball","15+ minutes","A fireball over the San Fernando Valley in 1967","12/19/03"
"10/15/67 21:00","Hampstead","NC","Disk","5 minutes","Hampstead North Carolina disk 1967","12/20/12"
