"Date / Time","City","State","Shape","Duration","Summary","Posted"
"12/10/63 23:00","Rome","GA","Oval","20 minutes","An unmistakable sighting of a silent craft that followed us for 3miles, stopped hovered and accelerated out of sight straight up.","3/27/14"
"11/23/63 10:00","Thunder Bay (Canada)","ON","Disk","1 minute","This was not a UFO","4/16/05"
"11/1/63 00:00","Engelwood Cliffs","NJ","Unknown","3 min","A row of bright rectangular windows with no visable exterior shape seen on 9W in Englewood Cliffs, NJ","10/20/05"
"10/20/63 19:00","Danville","IN","Disk","don't know","UFO OVER CORNFIELD IN 1963 IN DANVILLE, IN","10/11/05"
"10/9/63 21:30","Laurel","MS","Oval","7 minutes","1963 sighting of beautiful objects in southeast Mississippi , worth reading","4/28/01"
"10/4/63 19:10","Prince George","VA","Disk","Over 2 Hours","Two glowing saucers came down and floated above me and a friend; event lasted at least two hours. 500 Lights On Object0: Yes","7/4/12"
"10/3/63 21:00","New York City (Richmond Hills) (Queens)","NY","Circle","a couple seconds","This thing zoomed in a zig zag motion and suddenly zoomed lightning fast up into the space of darkness.","11/21/10"
"9/20/63 02:00","Cowichan Station (Canada)","BC","Unknown","10 minutes","It is my belief that some type of craft was hovering above us, it was certainly not a heliocopter.","4/16/05"
"8/25/63 22:00","Belchertown","MA","Unknown","app. 1 hour","Sighting occurred when I was 9 years old ... I was lying in bed , at night , when suddenly , a bright blue light lit up the room , as i","7/5/05"
"8/23/63 22:00","Broadalbin","NY","Light","10 min","I was 13 at the time and had a great interest in aviation,and still do with 32 yrs under my belt with USAirways.I was walking home and","1/17/04"
"8/20/63 02:30","Camas","WA","Unknown","10-15 minutes","Prune Hill, Camas, Washington, a rural area above the Columbia River and across the river from PDX--I was in bed in a daylight basement","5/10/04"
"8/15/63 06:00","Claycomo","MO","Unknown","2 hrs. plus","I observd a dark stationary object very high in the sky that also glistend in the sunlight.","4/27/04"
"8/12/63 21:00","Riverside","OH","Disk","several min.","This craft was moving East to West at the south west corner of Wright,Patterson air force Base,there was no report.","2/5/03"
"8/10/63 22:00","Fresno","CA","Other","30 minutes","An apparent star in the night sky which exhibited anomalous behavior","3/19/09"
"8/1/63 22:00","Compton","CA","Light","20 mins","Photoflash light, very intense, very quick, very deliberate.","5/24/99"
"8/1/63 22:00","Wenatchee","WA","Formation","5 Seconds","V formation of 7 to 9 lights fly from horizon to horizon","10/31/03"
"8/1/63 02:00","Amsterdam","NY","Disk","3-4 min.","Observed 2 saucer shaped objects, traveling at high speed, vertically and horizontally.","6/2/98"
"7/20/63 19:30","Tupelo","MS","Disk","1 hour","12 year old Girl and family sees Disc over high-power lines","7/23/00"
"7/17/63 09:00","Boston","MA","Triangle","30 Minutes","It was a nice warm night to hang on the back porch.  I saw a bright triangular light in the sky, very high up.  It was doing loops and","8/24/04"
"7/15/63 23:00","Portland","OR","Sphere","1/2 hour","1963 - Round hovering, soundless, rotating object over northeast Portland, Oregon","2/14/08"
"7/15/63 22:30","Santa Ana","CA","Light","20 minutes","siteing of a strange object.","7/26/02"
"7/15/63 22:00","Oklahoma City","OK","Light","30 minutes","UFO sighting in Summer of 1963 or 1964 in Oklahoma City","4/27/07"
"7/15/63 21:00","Virginia Beach","VA","Circle","15 minutes","4 glowing circles 40 ft in diameter flying in rigid formation - aerial acrobatics 100 ft off the beach for > 15 minutes -many witnesses","6/3/03"
