"Date / Time","City","State","Shape","Duration","Summary","Posted"
"11/25/53 04:25","Lackland Air Force Base near Aviation cadet barracks","TX","Disk","3 minutes","When I was in preflight for pilot training at Lackland AFB just before Xmas we were standing in formation for reveille we all saw a sau","12/2/00"
"11/21/53 22:30","Pendleton (2-2 1/2 mi. SE of)","IN","Disk","2 1/2- 3 min.","On a moonless, star-lit night,  greenish-orange light moves rapidly and silently  about the dark sky while being pursued by a jet.","11/8/03"
"11/15/53 03:00","Keansburg","NJ","Circle","9 minutes","In November, 1953, at 0300, a silvery sphere moves slowly overhead, changes direction, and disappears over the horizon.","8/12/01"
"11/13/53 20:00","Cicero","IL","Other","2 minutes","Triangular formation passing over head just west of Chicago, Illinois.","1/21/08"
"10/31/53 19:00","New Orleans","LA","Oval","Seconds","20+ ovals flying over New Orleans","9/2/05"
"10/15/53 14:00","Mauriceville","TX","Disk","5 min.","My father was a WWW1 Vet. and loved hunting. The year was round 1953.We lived in a town of 300 people in southeast tex. Dad would take ","11/4/02"
"9/15/53 14:00","Homer","PA","N/A","5 minutes","9 53  Father had cigar shaped ufo keep pace with his Piper Cub, in Homer Alaska, then it sped away.","6/9/09"
"8/15/53 21:00","Bowleys Quarters","MD","Sphere","3-4 min","The speed of these speres were unbelievable they held formation stationary then bursted one by one into space","2/22/05"
"8/15/53 19:00","Artesia","NM","Other","N/A","Burnt orange spheres.","4/12/13"
"8/15/53 11:00","Louisville","KY","Circle","6 to 10 sec","I heard Them!","4/16/05"
"8/7/53 21:00","Vallejo","CA","Light","60 min","At first we thought they were shooting stars","4/1/01"
"8/1/53 14:00","San Bernadino Mtns, Church Camp","CA","Disk","15 minutes","UFO SAUCER APPEARS TO 7TH GRADER GROUP IN CALIF. 1953","7/1/02"
"8/1/53 12:00","Berkeley","MO","Fireball","5 minutes","Early 50's sighting in Berkeley, Missouri","1/22/04"
"7/17/53 22:00","Dublin","IN","Cone","30 minutes","My brothers farmed after dark, they told my mother, my mother started yelling for the kids to run out to see it.  It was located in our","7/4/12"
"7/15/53 13:00","Nashville","TN","Cylinder","4 to 5 minutes","cylindrical object &quot;examining&quot; trees","9/2/05"
"7/13/53 21:00","Washington, D.C.","DC","Light","3-5 min.","Four of us saw a ball of light come out of the sky, circle a plane then shoot off out of sight.","3/11/06"
"7/4/53 21:00","Ogallala","NE","Other","30-45 minutes","Bright white light with no sound, hovering, very fast when leaving at Lake McConaughy","12/12/09"
"7/4/53 14:00","unknown","MT","Disk","10 minutes","Video of Blue Angles airshow from 1953 shows two shiny saucers orbiting a common point.","7/23/03"
"7/1/53 05:30","Colorado Springs (mtsn NW of)","CO","Disk","10 seconds","Absolutely huge UFO hovered 40 feet above house in total silence before instantly disappearing without a trace.","7/25/04"
"6/30/53 15:00","Kelso (Cowlitz Co. hills)","WA","Oval","5 min.","Three UFO's witnessed by local people in the northwest U.S. in the early 1950s still unexplained.","8/7/07"
"6/30/53 00:00","Cleveland","OH","Fireball","35sec","The object came from the north from Canada meteor shaped fire ball with crackling sounds and a little tail and sparks glowing red and o","2/14/10"
"6/17/53 07:30","Galveston","TX","Cigar","3 Minutes","It had been my habit before I opened my place of business each morning to do my early morning fishing. This one particular morning I ha","8/5/01"
"6/15/53 18:00","North Bend","WA","Circle","2 minutes","My cousin and I who were children at the time, watched a round, smooth, silent object which had a pinkish glow, come across his field f","9/26/98"
"6/15/53 13:00","Fort Worth","TX","Sphere","5 min","A silver &quot;dot&quot;  jets from Carswell AFB chased in the early 50's.","4/16/05"
"6/15/53 12:00","Wenatchee","WA","Disk","45 seconds","round, silver-colored, shiny, saucer-shaped object flew at a high rate of speed horizon to horizon - taking about 45 seconds","1/17/04"
"6/11/53 11:00","Vancouver (Canada)","BC","Disk","30 seconds","Six year old witness was sitting on front lawn enjoying sun. Opened eyes and turned head to see med grey disklike object hovering over ","12/2/00"
"6/1/53 21:00","Fresno","CA","N/A","5 minutes","i  seem to  be the only one of  my  siblings  to  recall this event.i  do not  understand  why  this  is. 500 Lights On Object0: Ye","3/31/08"
"5/20/53 08:00","Kingman","AZ","N/A","N/A","Light bars and rock formation as in photo.","2/18/11"
"5/15/53 16:00","Toronto (Canada)","ON","Disk","20-30 sec","3 discs in formation flipping into clouds and descending  out of them.","12/19/03"
"4/30/53 16:00","Jamison","PA","Cigar","several minutes","In the spring of 1953 my mother &amp; I saw an IMMENSE silent grey metallic cigar shaped object moving from Doylestown toward Jamison.","12/23/02"
"4/15/53 16:00","Midwest City","OK","Fireball","15 min","Ball of yellow light with dancing spikes of light, around the circumference-one of the spikes reached out to  me.","4/27/04"
"4/15/53 12:00","Los Angeles","CA","Fireball","5 seconds","Green fireball traveling north at a low altitude over Los Angeles","12/14/04"
"4/10/53 13:00","Chariton","IA","Other","10 min","&quot; Flying Wing Before It's Time &quot;","6/4/04"
"4/1/53 18:00","Cambridge","MA","Sphere","3 minutes","Two red-orange lights skirted Boston rooftops in opposite directions, then went over my dormitory in tandem.","7/14/13"
"4/1/53 15:00","Haverhill","MA","Chevron","seconds","Historical account, Haverhill MA","9/2/05"
"1/1/53 14:00","Oklahoma/Texas border","TX","Cigar","5 minutes","Copper cigar-shaped object in early 1950's.","3/31/08"
