lat,lng,city,state,date,specs,shape,duration
41.28406349999999,73.4975412,Ridgefield,CT,12/25/85,"Massive circular object hovering in the night sky, year 1985.",Circle,1:00
41.6501114,70.2411312,West+Yarmouth,MA,12/20/85,"Unmoving object, diamond shaped with lights on top, bottom and around center.",Diamond,60 minutes
38.1040864,122.2566367,Vallejo,CA,12/16/85,"A shaped object with amber/organge lights, not flashing moving very slowly without noise.  Almost hovering",Triangle,30
39.132506,94.19855749999999,Buckner,MO,12/16/85,"I saw a space object in December of 1985 near Buckner, Missouri.",Triangle,12 minutes
32.0835407,81.09983419999999,Savannah+(southeast+of),GA,12/15/85,Stadium sized triangular craft with red blue and green lights hovered over trees in silence on Ga. night 1985 /6,Triangle,don't know
32.6098566,85.48078249999999,Auburn,AL,12/15/85,"Bright lighted object 30 feet above me, rose, sped away, emitted shower of sparks in distance",Unknown,5 min. +
-3.0689895,59.9336418,Manaus-Amazonas+(Brazil),AL,12/5/85,"this case happen to me and my brother my english is not so good but i will try to tell you ,what happen  that night. I was sleeping in",Egg,10:00
41.5612048,74.18848059999999,Walden,NY,12/3/85,"A brief account of the sighting that I hadon the evening of Tuesday, 3 December 1985,in Walden, NY.",oval,5 minutes
36.8007413,121.947311,Monterey+Bay+Area,CA,12/1/85,"Silver-grey balloon clusters at very high altitude, at high speed",Formation,10 to 30minutes
33.3267997,83.3884961,Eatonton+(near),GA,11/26/85,I was returning from deer hunting in PA. It was the Tues morn after Thanksgiving 1985 around 430 am. I was riding along Ga rt 441 south,Disk,1 hour
28.9785947,96.6460877,Edna,TX,11/25/85,nothing on military or commercialcould move that fast from a stopped position,Unknown,4 minutes
43.5697201,87.8234219,Cedar+Grove,WI,11/20/85,A large greenish Orb is sighted near Cedar Grove WI early in the AM 11/20/85 for aprox. 10 minutes by two witnesses,Sphere,10 minutes
41.2328297,74.4856027,Vernon+Valley,NJ,11/15/85,An alien looking in at me from outside when I was 5.,Other,5 - 10 minutes
38.5815719,121.4943996,Sacramento,CA,11/13/85,"A glowing, moving line, going from W to E, which when observed thru binoculars resolved into disks.",Formation,2 minutes
34.0207094,118.2110403,Lou+Costello+Recreation+Center+(Boyle+Heights),CA,11/10/85,"It  was at night and dark, I had just completed coaching a flag football game. I was in the southeast corner of the  park and the park ",Circle,20 seconds
41.513264,73.60482879999999,Patterson,NY,11/2/85,"As traveling North on Route 22, NY approx town Patterson, my son and I had stopped to see this object with colored lights, traveling ve",Cigar,15 min
33.0198431,96.6988856,Plan,TX,11/1/85,"Black Triangle over North Texas Circa 1985, 1986",Triangle,10 Minutes
40.7127837,74.0059413,New+York+City,NY,10/31/85,Disk Shaped object streaked across Central Park,Disk,15 seconds
34.187044,118.3812562,North+Hollywood,CA,10/25/85,4 luminous white balls rotating above our house.,Sphere,5 hours apprx.
33.9164032,118.3525748,Hawthorne,CA,10/25/85,"In 1985 during a meteor shower asked object to come my way if not a plane, and it did.",Triangle,20 minutes
40.7127837,74.0059413,New+York+City,NY,10/22/85,"I was very young at the time but i remember the account clearly, so dose my brother. It happend one night that my parents had a getogth",Sphere,2min
39.9688817,74.948886,Moorestown,NJ,10/20/85,"It was a very large oval shaped object/saucer shaped object making no noise and multiple lights, some on and some off.",Oval,5-10 minutes
41.4514694,75.6118548,Throop,PA,10/20/85,5 nights of peculiar light with mini lights going to and fro.,Oval,hours
