"Date / Time","City","State","Shape","Duration","Summary","Posted"
"9/15/14 21:30","Meeting Lake (Canada)","AB","Unknown","N/A","Night flying &quot;airplane&quot; with search lights observed on several occasions near Meeting Lake, Alberta in late 1914.","2/1/07"
