lat,lng,city,state,date,specs,shape,duration
32.9594891,117.2653146,Del+Mar,CA,12/30/59,"Aircraft flying silently from west to east over Del Mar, CA. stops and stays in the same place for several minutes.",Unknown,N/A
35.1321877,118.4489739,Tehachapi,CA,12/30/59,White fireball hitting ground.,Fireball,30 seconds
34.0522342,118.2436849,Los+Angeles,CA,12/20/59,"Silent, Extreme Bright White Disc of Light, approx. 100 foot diameter Hovered approx. 10 minutes then &quot;Switched Off&quot;.  Small white ligh",Disk,10 minutes
40.4167022,86.87528689999999,Lafayette,IN,11/15/59,Observed white object for about 20 minutes in Nov. 1959 which approached and then flew away.,Circle,30 min
29.9441298,82.1098275,Starke,FL,11/11/59,UFO OVER JACKSONVILLE,Sphere,30min
39.4798067,80.3098076,Four+States,WV,10/16/59,MYSTERIOUS RED LIGHTS  IN NORTHERN WEST VIRGINIA,Sphere,10 MINUTES
48.0517637,122.1770818,Marysville,WA,10/15/59,UFO  Over  Golf Course,Other,1:15
34.9248667,81.02507840000001,Rock+Hill,SC,10/5/59,WE LOST A HOUR OF OUR LIFE  WE WERE STANDING ON THE ROAD THE CAR WAS OVER A HILLMy mom told me that when she was young (I guessed a,Triangle,one minute
46.78667189999999,92.1004852,Duluth,WI,10/5/59,Bright light observed over Lake Superior near Duluth MN. in 1958 or 59. Stationary but then moved and changed colors. Then disappeared.,N/A,15 minutes
46.78667189999999,92.1004852,Duluth,WI,10/1/59,"Single saucer shaped craft observed from Duluth Mn. skies over Lake Superior-first  stationary, then NW movement.",N/A,15-20 minutes
39.733936,90.2290098,Jacksonville,IL,10/1/59,"Late 1959, bright lights from a hovering object of unknown shape making a zed-zid zed-zid electrical sound.",Unknown,1 minute
40.7830603,73.9712488,New+York+City+(Manhattan),NY,10/1/59,A round object the shape of a bubble hovered by a window of a four or five story building. The object was silent. Some 20 feet os so ov,Other,N/A
39.7589478,84.1916069,Dayton,OH,9/15/59,formation of 6 saucers moving from Wright Paterson east to Dayton Ohio,Disk,15 mini
37.7084481,117.2357131,Goldfield,NV,9/15/59,"The object hovered over the pick-up, and raised it from the sand",Light,1 minute
33.4554261,105.7354838,Lake+Bonita,NM,8/20/59,It landed and lit up the mountian like day. there were some sort of peoplw with lights that where they put them it wasa like daylight.,Fireball,0330
35.0524699,118.1739645,Mohave,CA,8/15/59,Lites over head cut car lights and motor off.,Light,2 minutes
33.3942655,104.5230242,Roswell,NM,8/15/59,"The experience left everyone in a quandry, and had the effect of trauma suffered.",Unknown,45 min.
42.2703636,74.3029229,Jewett,NY,8/13/59,"Tumbling zig zag pattern of a shooting &quot;star&quot; observed in the Catskill Mountains, NY",Light,20 minutes
42.7284117,73.69178509999999,Troy,NY,8/13/59,Single star like light zigging and zagging in night sky,Unknown,15 minutes
34.2011141,118.5360517,Reseda,CA,8/10/59,The saucer was roof high and I observed it very closely for at least 3 to 5 minutes,Disk,10 minutes
32.7295732,95.5630133,Golden,TX,8/1/59,children see flying saucer in small East Texas town,Disk,3 seconds
37.3711711,85.58302150000002,Allendale,KY,7/22/59,07/22/1958    Allendale     Ky         Light in the sky  moving very fast             lasting 5 min.   posted 10/02/05,Light,5 minutes
26.1224386,80.13731740000001,Fort+Lauderdale,FL,7/20/59,Two lights like strs converging upwad becoming &quot;one&quot;.,Light,2-3 minutes
40.9008923,80.8567501,Salem,OH,7/19/59,1959 Saucers-huge- pattern of four shifting high in Ohio skies-white-yellow perfectly formed-moving very fast,Disk,hour
42.2625932,71.8022934,Worcester,MA,7/16/59,"strange object sighted over worcester,ma july 1959...and in long island.ny on same day",Other,3 minutes
38.2856247,85.8241312,New+Albany,IN,7/15/59,Cigar shaped object hovered in the sky,Cigar,5 minutes
39.9605574,74.9420144,Nort+Sutton+(resort+area+near),NH,7/15/59,"North Sutton, New hampshire July 15, 1959  Small cloud with blinking light in clear sky. In view for 15 seconds.",Unknown,15 seconds
33.7700504,118.1937395,Long+Beach,CA,7/7/59,"As a young man, I would lay out in the yard at night and look at the sky--I often saw an object moving at night speed, very high, no no",Light,45 seconds
46.275111,122.9076141,Castle+Rock,WA,7/1/59,"Large, cigar-shaped aircraft with evenly spaced windows drifted silently over the tree tops at night.",Cigar,30 seconds
36.14550699999999,119.0606587,Strathmore,CA,7/1/59,the gathering of static electricity from atmosphere by ufo alien or USA craft  possible unmaned,Disk,4 minutes
33.4483771,112.0740373,Phoenix,AZ,6/30/59,1959 Saucer shaped object sighting Phoenix Arizona,Disk,N/A
40.8447819,73.8648268,New+York+City+(Bronx),NY,6/30/59,My husband and I didn't believe in UFO's until we actually saw one!,Oval,Approx. 1/2 hr.
43.5977728,88.2789873,Campbellsport,WI,6/30/59,"I was a radar operator at Fallon NAS, we were a parasite unit of the air force. We got a call from the Navy control tower to check out",Circle,20 min
