"Date / Time","City","State","Shape","Duration","Summary","Posted"
"12/30/91 00:00","Vassar","MI","Circle","30 seconds","zigzag beeping object","10/10/11"
"12/24/91 23:59","Grant","MI","Circle","3 Minutes","There was one circle shaped object in the sky by a tree in the back yard,  It had lights all around it. I left the room to get my husba","4/28/01"
"12/23/91 19:00","Pleasanton","NE","Sphere","7 minutes","Small orange fluorescent object seen S in distance, disappears, then rushes vehicle in northerly direction, narrowly missing windshield","1/28/99"
"12/20/91 20:00","Macon","GA","Disk","2 min's","saucer shaped soundless object hovering with rectangular lights going around; as soon as on would go off, the other would come on,","1/10/09"
"12/14/91 05:30","Tell City","IN","Circle","30 sec.","bright light lit up the woods 5am while hunting.  ((NUFORC Note:  Possible meteor??  PD))","3/31/08"
"12/13/91 22:00","Etowah","TN","Changing","looking at mountains","I was looking at Star Mountain when these 3 objects appearred. As I watched them, they seemed to change shape. Then as I watched for a ","4/28/01"
"12/10/91 21:30","Grand Rapids","MI","Other","3.5 seconds","hugh  triangulation of  lights,nine in all,traveling with stunning cooperation and velocity,all rotating,silently and quick!","4/27/04"
"12/5/91 19:30","Tarzana","CA","Sphere","3.5min","'91, SF Valley. 5 small, bright, low-flying red spheres, followed fwy traffic: melded together from 5-3-1-2-4 total. West-to-East","4/28/01"
"12/1/91 23:00","Copley","OH","Light","3 nours","Rearview Lights","4/13/10"
"11/27/91 20:15","Brighton","MI","Circle","1-2 minutes","Large object with two bright lights, passed overhead silently. Half-circles connected by rectangle.","5/24/05"
"11/23/91 22:00","Salem","MO","Triangle","22:05","The craft hovered above car for 3 to 5 minutes staying directly 30-50 feet in front of the car above the road.  Lowed itself infront of","2/16/00"
"11/20/91 21:30","Fulton","KY","Light","5 Min.","1991- seen a light zip out of sight with out a sound.","10/15/02"
"11/20/91 21:00","Winnipeg (Canada)","MB","Light","unsure","Beautiful ball of light instills awe","12/2/00"
"11/20/91 15:00","Yeehaw Junction","FL","Triangle","15 minutes","Silver triangular craft hovering over highway","4/18/12"
"11/18/91 01:00","Colorado Springs","CO","Triangle","5min","triangle craft. one moving glowing blue at 250ft. The other hovering off a busy street . same altitude.3 wht lights 1 red center","3/21/03"
"11/15/91 19:30","Pasadena","TX","Unknown","5-10 minutes","UFO sighting in Pasadena TX in November 1991.","3/19/09"
"11/15/91 01:00","Colorado Springs","CO","triangle","5 min","Clear night, calm winds, object triangular, blue glow emanating all around, flying at250 to 500 feet north to south direction no noise ","9/19/02"
"11/15/91 01:00","Pensacola","FL","Disk","approx. 20 mins","Metallic disc hovers near road in northeast pensacola","6/4/04"
