"Date / Time","City","State","Shape","Duration","Summary","Posted"
"12/24/72 02:00","Colorado Springs","CO","Disk","2 MINUTES","A DISK SHAPPED UFO SIGHTED OUTSIDE COLORADO SPRINGS CHRISTMAS EVE 1972","12/12/11"
"12/1/72 20:00","Osowatomie","KS","Circle","15 minutes","In 1972 my ex-husband and I were returning from Christmas shopping. I noticed an object following us and coming closer to our car. When","7/16/03"
"12/1/72 19:00","Eddington","ME","Circle","1 min.","Black circle dimly lit outside perimeter can stop dead in air","1/12/12"
"12/1/72 17:00","Chattanooga","TN","Circle","hour, roughly","Blue Circles &amp; 1 Red Circle float in formation (Alt. 20K to 50K feet)","1/17/04"
"11/20/72 21:00","Lebanon","TN","Oval","1 hour","11/20/1972  2100,  Tenn Lebanon  oval    30 minutes  usa space craft over friends  house  01/25/09","3/19/09"
"11/8/72 20:00","Tucson","AZ","Triangle","10-15 min","Dark triangular object emitting &quot;dread&quot;, searching for something, then challenges USAF base security.","12/14/04"
"11/7/72 05:20","Ottawa (Canada)","ON","Disk","60 seconds","I have lived with this event my whole life and to this day even as a retired Military Air Traffic Controller, I remember the event like","3/21/03"
"11/1/72 22:00","Hiawassee","GA","Circle","two minutes","Red glowing circular disk over the North Georgia Mountains.","6/23/10"
"11/1/72 19:30","Crescent City","CA","N/A","30 seconds","High pitch tones were probably an encounter with a UFO in Crescent City California during the early 1970s","4/16/05"
"11/1/72 08:00","Trinidad","CA","Light","10 minutes","Satelite sighting, changing directions to quick for normal.","1/17/04"
"11/1/72 01:00","Winding Stair Camp Ground","OK","Light","1 hour","We could see the  very bright white light outside our camper but no shadows only objects in the light and carbled lanquage","10/15/02"
"10/29/72 15:30","Monroeville","AL","Cylinder","15 seconds","Fighter jet chasing object in the sky over south Alabama","2/14/08"
"10/25/72 20:00","Wellsville","NY","Disk","10 minutes","Object seen hovering nearby. Very bright lights through ports.","9/6/02"
"10/17/72 21:00","New Albany (Floyd or Harrison County?)","IN","Disk","unknown","Looking for someone who recognize's this sighting  &quot;hayride on farm in Indiana&quot;","3/17/04"
"10/15/72 16:00","North Tarrytown","NY","Disk","45-85 secs","Fall of 1971 or 1972 between 1pm and 4pm.  Place:  North Tarrytown, New York.  I was 10 or 11 years old, playing in yard with younger b","2/16/99"
"10/15/72 08:30","Toronto (Canada)","ON","Oval","seconds","observed tarnished, oval shaped object with black symbols on side travelling south at a steady speed towards Lake Ontario","5/12/10"
"10/10/72 22:30","West Bloomfield","MI","Disk","2 minutes","The UFO was so close, my battery in the car went to zero amps, stalling the engine, turning off my lights and radio.","8/14/07"
"10/10/72 19:00","Harlan County","KY","Circle","20minutes","On october 10, 1972 myself,my 5yrs.daughter,2 neices and 2 nephews were playing tag in the back yard .When we looked over on the ridge","9/15/05"
"10/8/72 18:45","Eatonton","GA","Disk","Unknown","Craft had lighted panels which lit one at a time travelling counter-clockwise.","8/12/08"
"10/5/72 21:45","Fortuna (foothills)","CA","Sphere","1 &amp; 1/2","HUGE ufo , spherical w/translucent force-field  self illumined hour&amp;1/2, 100's witness","8/24/10"
"10/4/72 22:00","Greenville/Florence","SC","Light","5 minutes","I HAVE BEEN CHASED BY A HUG BRIGHT LIGHT BEHIND ME IN A CAR AND TRUCK AT NIGHT!","4/14/09"
"10/1/72 23:00","Pickens/Pumpkintown","SC","Chevron","30+ minutes","Slowly moving boomerang shape with four bluish-white lights on each leading edge; made a humming sound.","8/5/01"
"10/1/72 23:00","Monroe","WA","Rectangle","15 MIN","STOP AND GO THE SIZE OF A LARG CAR WITH NO WINDOWS","1/3/01"
"10/1/72 20:00","New Washington","OH","Oval","2 minutes","White oval (thought it was a street light at first).","4/1/16"
"10/1/72 20:00","Mosheim","TX","Disk","20-30 minutes","Classic saucer shape seen in the early seventies.","4/9/04"
"10/1/72 04:00","Denton","TX","Unknown","less than 10 minutes but ","Slow moving object splits and one part sped away while the bigger part slowly moved in the opposite direction.","1/31/11"
"10/1/72 01:00","Potwin","KS","Unknown","2-3 hours","Iwas abducted around age 7 or 8. They came will I WAS Asleep. they look into my room from the hall. They took me to a room. I think the","5/24/99"
"9/20/72 17:30","Hartville","MO","Chevron","5-8 minutes","Two chevron shaped objects traveling together at low speed over rural Wright County, MO","6/23/10"
"9/20/72 16:00","Hermann","MO","Disk","? up to 5min.","Sphere was hoovering over grandpa's house when I was 10-12 in 1970ish with green and orange lights don't remember it leaving.","6/4/04"
"9/15/72 21:00","Rensselaer","IN","Light","5 minutes","One evening about an hour after sundown in 1972, approximately half-way between Rensselaer and Francesville, Indiana, an elderly friend","10/31/03"
"9/15/72 18:00","Maple Valley","WA","Disk","8 seconds","It flew over the house just above the tree tops. It was going very fast, It made no sound then it just vanished.","1/28/99"
"9/15/72 10:00","Los Angeles (Echo Park)","CA","Circle","5 minutes","Bright light knocked out my phone, lights, and new car died all at once, Dr. saw the same thing!!","1/16/15"
"9/15/72 07:00","Tupelo","MS","Oval","03 min","School Teacher observes large Oval craft near Tupelo","7/29/00"
"9/15/72 03:00","Panama City","FL","Unknown","3 minutes","This was more of an audible sighting instead of a visual. At approx. 3:00 in the morning, my backyard suddenly lit up with a brilliant","1/17/04"
"9/9/72 21:00","??","CA","Rectangle","5 minutes","It was well over 20 years ago, but I will never forget how unusual it seemed to me. I still don't know just WHAT it was, maybe you can","10/31/03"
"9/3/72 15:00","Mayaguez (Puerto Rico)","PR","Oval","00:05","It came out of nowhere as I stood in the open lot, I just stood there in awe, unable to  move, a 12 years old witnessing a once in a li","12/20/00"
