"Date / Time","City","State","Shape","Duration","Summary","Posted"
"10/15/49 20:00","Baltimore","MD","Cigar","2-3 minutes","It was around 8:PM and I was walking home,it was a full moon but something made me lookup, there was no noise, but an object came in fr","3/4/08"
"10/10/49 21:00","Lackland AFB","TX","Light","1-2 hrs","1949 Lackland AFB, TX.  Lights racing across the sky &amp; making 90 degree turns on a dime.","12/16/05"
"10/10/49 20:30","San Marcos","TX","Cylinder","45 minutes","This event took place in early fall around 1949-50. It occurred after a Boy Scout meeting in the Baptist Church. The Baptist Church sit","4/27/04"
"9/15/49 21:00","Post","TX","Disk","10 seconds","Disk object appeared very close to ground above Post, Texas for just a few seconds in about 1949 or 1950","7/16/06"
"9/15/49 21:00","Mt Gilead","OH","Circle","15 min.","Brilliant dime sized objects rotating in a circle","1/31/04"
"8/25/49 19:00","Steilacoom","WA","Disk","15 min.","AS A GIRL OF ABOUT NINE AND MY SISTER WHO WAS EIGHT AND OUR FATHER WERE DOWN AT THE WATER, AT DUSK SITTING AND LOOKING OUT, ALL ALONE.","10/7/03"
"8/15/49 22:00","Tarrant City","AL","Circle","ten+ minutes","Glowing large orange ball in Alabama sky August, 1949.","6/12/08"
"8/15/49 21:00","Mill Valley","CA","Light","1 min. +","3 lights appeared, manuevering rapidly and at impossible flight angles, changing formation until winking out after little more than a m","2/16/99"
"8/15/49 00:00","Excelsior","MN","Circle","3-5 min.","large ball of brite light above pine trees lighting up the tops of trees.Almost directly above my father who took one photo.Then object","11/21/10"
"7/15/49 20:30","Booneville","MS","Unknown","hours","Returning home from a movie, we witnessed a large craft about 75 yards behind our house, hovering silently approx. 100 ft. high...","7/5/99"
"7/1/49 16:00","Marion","AL","Formation","Under 1 minute","GEORGIA UFO GROUP Report/Tom Sheets:  Witness Debriefing-Alabama Orbs, 1949","8/24/04"
"7/1/49 11:00","Fairbanks","AK","Disk","2 minutes","Enormous metallic disc in Alaska sky, 1949.","12/23/13"
"6/30/49 21:00","Salem","OR","Cigar","2300","Cigar Craft, Body Marks and Missing Time","8/5/09"
"6/30/49 15:00","Knoxville","TN","Other","~15 minutes","We saw a small object the size of a car shaped like a jet that hovered near the ground in 1949 or 1950.","3/18/14"
"6/10/49 21:00","Anchorage","AK","Disk","3 minutes","Disk encountered operation difficulties and crashed.","4/16/05"
"6/4/49 10:00","Los Angeles","CT","Circle","10 minutes","Six objects seen by many over Los Angeles in 1949","9/2/05"
"5/15/49 06:30","Grays","SC","Light","2-5 min.","I am not sure of the exact date or time of this event but it took place in the early morning hours somtime in the late 40's to early 50","10/31/03"
"5/1/49 14:00","Oak Ridge (drive)","WV","Other","40seconds","log shape whooshing object observed near charleston w.v.","3/19/02"
"4/10/49 15:00","Seattle","WA","Disk","ten minutes","UFO Hovers over Seattle sky","4/27/04"
