lat,lng,city,state,date,specs,shape,duration
40.0792766,75.3015714,Conshohocken,PA,12/27/76,Cloud turning different colors for several minutes.,Other,5 minutes
44.5459679,69.6203137,Winslow,ME,12/25/76,two disks edge on with light on botom flying in formation.,Disk,3 minutes
39.0286093,96.83139779999999,Junction+City,KS,12/15/76,saw large diamond shaped craft fly almost directly over head at night (bright moon w/thin clouds) . Craft made humming sound that wasn',Diamond,2-3 minutes
44.9211836,93.4687489,Minnetonka,MN,12/12/76,"Disc shaped object, silent, with 2 search light beams, floating through airspace in Minnetonka, Winter or 1976.",Disk,1-2 minutes
26.0764783,80.25211569999999,Davie,FL,12/6/76,"I have checked your log report and found that the sighting I reported shortly after December 6, 1976, was not filed. I am dismayed but",Changing,40 minutes
39.5789357,86.48221869999999,Monrovia,IN,12/3/76,"after being followed by a ufo, a beam of light shown down on my sister",Triangle,20 min
41.2306979,73.064036,Milford,CT,12/3/76,Saw five craft  and observed signaling after work.,Disk,2 hours
39.62357009999999,119.882717,Stead+Nevada+(outside+of+Reno),NV,11/27/76,It was Thanksgiving 1975 or 76. When I came out of our house it was hovering over our neighbors one story house. It was daylight and I ,Disk,3-5min
29.7604267,95.3698028,Houston,TX,11/26/76,Night patrolman rendered defenseless by ALIENS and ARMORED aliens. Interlect exam took place on roof top of building.,Circle,15 minutes
41.2523634,95.99798829999999,Omaha,NE,11/25/76,"White rectangular &quot;door&quot; opens in night sky, emiting orange beam of light",Rectangle,"seemed like 1 minute, but"
31.5455001,110.2772856,Sierra+Vista,AZ,11/19/76,"very close encounter in 1976, in arizona, with extremely large craft,seen clearly",N/A,4-5 min.
41.4057717,81.4981174,Bedford+Heights,OH,11/15/76,LIGHT BLUE OBJECT LITE UP WAS SEEN DOING SUDDEN STARTS AND STOPS FREQUENT DIRCTION CHANGES FOR 10-15 MIN,Oval,10-15 MIN
41.900101,71.0897674,Taunton,MA,11/15/76,"Large orange/yellow sphere w/pulsating energy  imploded , disappeared then seemed to exploded returning to preious shape but larger.",Fireball,approx. 15 mins
44.42028879999999,83.3307974,Oscoda,MI,11/15/76,"No sound, Two search lights spotting the ground, moved slowly 10 ft. above the ground.",Disk,1 hour
43.3601244,80.3148946,Cambridge+(Galt)+(Canada),ON,11/15/76,"Nov. 1976, straight line of 7 or 8 red balls travelling northward, absolutely silent, moving up and down, changing positions",Formation,15 mins
35.8968236,77.5358049,Tarboro,NC,11/12/76,"We  saw  a  disc  with  lights,  it appeared  to  land  in  nearby  woods,  observed  strange  person.",Disk,1 hour/30 min.
34.3740431,80.07340049999999,Hartsville,SC,11/11/76,"A bright light object appearing to be the size of a house moving across the sky, making an abrupt triangle shape in the sky and leaving",Light,15 minutes
42.5894857,83.3735966,Orchard+Lake,MI,11/5/76,rectangular  light dull white,Rectangle,20 sec ?
39.7390721,75.5397878,Wilmington,DE,11/1/76,Silent hovercraft 35-50 feet above ground with searchlights beaming down on houses makes a 90 degree turn and vanishes.,Disk,2 minutes
40.9503764,73.827356,Tuckahoe,NY,11/1/76,RED/WHITE LIGHTS REVOLVING AROUND DISK SHAPE.  3 WITNESSES.,Disk,30 minutes
32.912624,96.63888329999999,Garland,TX,10/31/76,"Halloween-walking inside with parents, saw several missile shaped, copper crafts flying in a line formation at a low altitude, very slo",Other,2 minutes
34.0522342,118.2436849,Los+Angeles,CA,10/31/76,Ufo over downtown Los Angeles witnessed by  a husband and wife,Oval,5-8 minutes
38.2526647,85.7584557,Louisville,KY,10/30/76,Sighted at the intersection of Preston Hwy. and Gilmore Lane on the saturday before Halloween around 10:30 to 11:00pm. Large dome-shape,Disk,several mins.
32.7766642,96.79698789999999,Dallas,TX,10/30/76,Somethings out there,Disk,16:40
37.113324,113.557541,St.+George+(UT)+to+Las+Vegas+(NV),UT,10/21/76,A Bright red light in the southwestern sky approx. 45 degrees above the horizon.,Light,30 minutes
60.4877778,151.0583332,Soldotna,AK,10/20/76,Strange Site and Time Red Orb Encounter,Sphere,2 hrs.
38.9227639,76.62855449999999,Davidsonville,MD,10/20/76,"Saucer shaped disc hovering silently over the treetops, rural Anne Arundel County, MD. October 1976",Disk,10 minutes
41.5053178,82.02820009999999,Avon+Lake,OH,10/20/76,"The object emitted a brilliant white light, two smaller objects separated from the main object, we ran into the house, the object must",Circle,10 to 15 Minutes
39.5923148,74.451151,New+Gretna,NJ,10/16/76,"the object was standing still in the sky , no noise,as close as tall skyscraper, triangle shaped, whites lights around the edges",Triangle,unending
45.4169018,92.03295779999999,Almena,WI,10/15/76,Electrical failure of my reliable vehicle and some missing time.,Unknown,4 hrs
47.46242789999999,92.5399063,Eveleth,MN,10/15/76,Lights above Eveleth Mn in mid 70's,Light,10-15 minutes
43.16103,77.6109219,Rochester,NY,10/15/76,Flashing red light appeared a foot above my car then sped away at incredible speed.,Unknown,10 seconds
36.450058,118.593048,Mineral+King,CA,10/15/76,"Two people view UFO  in Mineral King National Park , California . Investigation by air traffic controller .",Disk,8 hours
34.1861922,103.3343978,Portales,NM,10/15/76,Close encounter with non-human/meta human.,Other,3 minutes
38.403903,96.18166260000001,Emporia,KS,10/12/76,Disc hoovers over train and seems to x-ray it.,Disk,5 minutes
45.5826188,122.3534247,Washougal,WA,10/10/76,Three extremely large lights hanging above nearby trees.,Oval,1 minute
37.0497134,79.6393985,Smith+Mountain+Lake+(near+Gretna+and+Penhook),VA,10/6/76,THE COMPLETE SAUCER STORY:  WHAT WE SAW AND HOW WE SAW &#9;&#9;&#9;&#9;&#9;&#9;IT TWICE!  It was the middle of the week. Andy knew what he was,Disk,20 minutes
46.90860230000001,67.825816,Limestone,ME,10/2/76,Craft was seen over the nuclear storage area of Loring A.F.B.,Disk,30
28.0614065,82.3023128,Thonotosassa,FL,10/1/76,"Mid-1970's Thonotosassa, Florida sighting at Stacey and Knights Griffin",Disk,15 minutes
43.0986742,77.44193779999999,Fairport,NY,10/1/76,Disk shaped UFO with continous changing color band in the middle.  Hoovered for a few minutes about 3 stories off the ground above a cr,Disk,10 minutes
40.9636685,81.3312195,Hartville,OH,10/1/76,A disk shaped flying object followed the path of our car just above the telephone lines.,Disk,2 minutes or less
44.9537029,93.0899578,St.+Paul,MN,9/27/76,"Their was a green fog. I saw what appeared to be an oval shaped object wrapped or swaddled in a somewhat goldish, metallic material.",Unknown,1 hour or so
41.0814447,81.51900529999999,Akron,OH,9/25/76,"large ball of light, made no sound",Light,15 mins
36.7434169,84.15965609999999,Williamsburg,KY,9/20/76,"Father and I saw lg round object, looked like a setting sun in the East over a mountain.  Lit up whole side of mountain.  Just appeared",Circle,30 seconds
40.1462213,74.71182639999999,Bordentown,NJ,9/19/76,Classic case of &quot;Missing Time&quot; in Bordentown New Jersey in 1976,Oval,1hour
38.4901908,89.0958412,Centralia/Walnut+Hill+area,IL,9/15/76,Orange line of light seen travelling from the south in southern Illinois leaves burned remains of a tree.,Other,5 min
47.4063647,123.1405804,Hoodsport,WA,9/15/76,Heard Strange sounding flying object above tree tops,N/A,1-2 minutes
38.5815719,121.4943996,Sacramento,CA,9/15/76,"In September 1976, I had another UFO encounter.  This time I was out of the Army and living with my former girlfriend H. L. in an apart",Oval,6 minutes
37.1462543,79.3008574,Lynch+Station,VA,9/15/76,Silent bright craft releases smaller craft in 1976.,Light,10 min
27.5305671,99.48032409999999,Laredo,TX,9/15/76,"In the fall of 1976, three of us saw a grayish oval ufo with lighted windows hovering very low above some trees.",Oval,Seconds
33.77180980000001,118.3836276,Rancho+Palos+Verdes,MT,9/15/76,teen girl alone by stable sees dark grey hovering sphere,Sphere,5 minutes
64.8377778,147.7163889,Fairbanks,AK,9/15/76,"I have video of surgery in my left shoulder that was found by my Doctor. My experience began when I was a child, it was like a dream bu",Triangle,10 minutes
42.6525793,73.7562317,Albany,NY,9/10/76,It was a warm night for early September in upstate New York. It was &quot;trash night.&quot;  My parents purchased a new easy chair for,Circle,2 minutes
40.8447819,73.8648268,New+York+City+(Bronx),NY,9/10/76,1976 Sighting - 2 disks over NY city.,Disk,15 Minutes
38.6134681,89.9961036,O'Fallon/Fairview+Heightss,IL,9/10/76,"Disk, up close, colored lights around perimeter and red dome on top.  Off hwy 50 by Belscott and Aikens Grocery Store",Disk,unknown
44.2271729,71.7479075,Franconia,NH,9/10/76,"Crystal clear sky, White Mountains, NH (checking out satellites) tracking a satellite it stopped, four (whatevers) shot out 4 direction",Other,28 seconds
41.3139426,81.6851271,Broadview+Heights,OH,9/5/76,Low flying metalic saucer slowly flying over apartment complex  (30 feet in air and silent),Disk,3 minutes
46.4513889,92.7666667,Moose+Lake,MN,9/2/76,Floating down the light beam,Disk,5 minutes?
37.3651749,119.726218,Ahwahnee,CA,9/1/76,Huge fireball hit and one big or three smaller  crafts with blue lights came from where it hit the ground,Fireball,2 minutes
33.1842911,90.4892562,Belzoni,MS,9/1/76,Spotted air craft hubbering about 1/2 out infront of us as we got out of our car. Stood and watched it for 15-20min. until it sped away,Light,15-20 min.
45.5826188,122.3534247,Washougal,WA,9/1/76,"Red light in sky, in evening, stayed in place for 15 to 20 minutes.",Light,20 minutes
26.275636,80.08726539999999,Lighthouse+Point,FL,9/1/76,"Saw a saucer with extreme brightness, spinning rapidy, with windows surrounding the ship, and no sound.",Disk,10 minutes
43.3255196,79.7990319,Burlington+(Canada),ON,9/1/76,"Massive array of lights roughly 60 feet in the air pass directly overhead, at low speed, totally silent.",Unknown,10 minutes
47.2430959,68.3136517,St.+Agatha,ME,9/1/76,"This very bright light getting brighter and not moving,  I kept my eyes on it ,",Light,10 minutes
29.4241219,98.49362819999999,San+Antonio,TX,9/1/76,i was about 7years old. my parents and sister and brother were sitting at the table eating breakfast when the greyish metalic sphere hi,Sphere,5 seconds
38.4494063,105.2253316,Canon+City,CO,9/1/76,Aug 1976  Canon City Colo      Disk shap  duration    2 min   just came over mountain and flew by,Oval,2 min
45.5230622,122.6764816,Portland,OR,8/30/76,Cigar shaped object over Porland Oregon 8/76,Cigar,3-4 minutes
32.2412672,92.7159853,Jonesboro,LA,8/25/76,Triangular craft w/ flashing lights in 1976,Triangle,30 min.
