"Date / Time","City","State","Shape","Duration","Summary","Posted"
"12/25/71 08:00","Oxnard","CA","Sphere","2 seconds","big blue fireball very low","5/15/06"
"12/20/71 16:00","Mountainview","CA","Triangle","10 minutes","Particially hidden, behind cloud, hovering craft with large observation window clearly visable","12/3/04"
"11/22/71 08:05","Vindoen Island (Sweden)","OH","Disk","9minutes","BIG-one kilometer wide Yellowlighted UFO-Discusform-perfect shape","12/7/06"
"11/17/71 21:00","Knox","NY","Disk","1 minute","UFO hovers above and shines a bright beam of light down on me","3/31/08"
"11/15/71 21:00","Lake Victor","TX","Sphere","5-8 Seconds","Large Bright Blue Ball of light at very low altitude.","2/16/99"
"11/12/71 16:45","Monterey Park","CA","Circle","3-5 minutes","Bluish white lights in the southeast at high altitude.","4/15/00"
"10/29/71 18:45","Holliston","MA","Unknown","1 minute","Fast moving bright light that hovered and bolted in non typical directions and speed; Holliston, Ashland, Framingham; fall 1971 or 1972","12/2/13"
"10/29/71 16:00","Bristol","CT","Triangle","5min.","very large object seen over the west end","10/12/01"
"10/15/71 20:30","Tinley Park","IL","Disk","10-15 min","Saw a disc shaped craft with 3 lights","11/1/98"
"10/15/71 20:30","Litchfield","CT","Circle","6min aprox","Mothership over Litchfield CT","3/21/03"
"10/15/71 18:00","Bremerton","WA","Disk","10 minutes","I was walking into my home one day at dusk and as i looked up saw these strange objects in the sky. I ran in and got my camera and took","10/12/01"
"10/13/71 21:00","Bristol","CT","Disk","10min.","i was just a baby up at fallmount,past central high school,wolcott st..i was told by my family dad,mom and 4 brother that when i was ju","4/27/07"
"10/12/71 22:00","Menands (Albany)","NY","Chevron","3 minutes","Large, black,  &quot;boomerang&quot; shaped object gliding silently overhead.","5/15/06"
"10/10/71 21:00","Lexington","NC","Oval","30 seconds","green oval shaped light over my local church,power lines down..","2/14/10"
"10/7/71 01:00","Kitchener (Canada)","ON","Disk","45 min","A very bright , horizontal elliptical disk aprox. the length of a yardstick held at arms length, hovered one hundred feet  away.","7/13/05"
"10/1/71 22:00","Pasadena","CA","Disk","3 min","Powerless over UFO sighting.","1/17/04"
"9/30/71 07:30","St. Marys","PA","Cigar","3 -5 minutes","Cigar shaped object in the sky, hovering, not moving at all.","9/2/05"
"9/20/71 16:00","Woodland","WA","Disk","6 minutes","Saucer shaped craft at roof level just hovering, round windows along the side and dome in the middle.","10/31/03"
"9/15/71 23:00","Hazlet","NJ","Disk","10 Minutes","Large saucer, rotating lights, low hover, late night, family of 5, witnessed 1971, NJ","10/31/08"
"9/15/71 20:00","Blacksburg","SC","Disk","5min.","I saw some bright lights moving over high voltage power lines.Object made right turn and went down behind some trees.I drove ahead and ","1/28/99"
"9/15/71 19:00","Crescent City","CA","N/A","1 hour","I saw a gray figure in the forest path staring at me and my friend","5/29/12"
"9/15/71 18:00","Houston (near)","TX","Circle","45 min.","This is about a craft with a circular beam of light that could penetrate through a roof and ceilng of a house.","11/21/10"
"9/15/71 10:30","San Antonio","TX","Oval","1 minute","Daylight sighting of an oval shaped lighted phenomena appears and reappears several times","3/2/04"
"9/15/71 01:00","Mojave Desert (remote area of)","CA","Disk","10 secs","Vehicle buzzed in California desert by UFO in 1971","10/30/06"
"9/10/71 19:00","Indianapolis","IN","Other","5 min.","Crescent-shaped object seen in 1971","7/16/03"
"9/1/71 22:30","Forest Grove","MI","Circle","about 25min.","Clear night, full moon, a huge dark object above my home.","8/7/07"
"9/1/71 22:00","Orono","ME","Rectangle","5+ minutes","craft was about 30-40' in length with very defined corners rectangular in shape and glowing red from inside, hovering,","5/8/14"
"9/1/71 15:00","Buffalo","NY","Triangle","less than 1 min.","Silent, unmarked arrowshaped aircraft flying low over the University at Buffalo.  Was it an experiment?","1/11/02"
"9/1/71 14:00","Dexter","ME","Sphere","1 minute","I was thirteen then. My grandmother, mother and I were having an ice cream in the car outside a diner. About 45-50 degrees south we saw","1/28/99"
"9/1/71 08:00","Humboldt","IA","Cigar","45 sec","Craft resembling a large blimp appears out of thin air from a cloudless sky  ,descends, lands and vanishes","1/22/04"
"9/1/71 04:00","FREEWAY BY AIR FORCE BASE","CA","Cigar","30 MINUTES","FLARE MOVED ALONG HILLTOP AND TURNED INTO A CIGAR 5 STORY SHIP","1/10/09"
"8/20/71 21:30","North Ridgeville","OH","Circle","12 - 15 seconds","A round &quot;orange&quot; ball, was seen by me approximately 12' over the top of my vehicle. It was void of any sound and brilliant in color.","8/30/99"
"8/19/71 00:00","Oakland","CA","Disk","10 minutes","Cylinder shaped object hoovering within 80 feet of me on a clear evening sky.","8/29/14"
"8/17/71 22:15","Quonsett Pt. NAS","RI","Other","1 minute","&quot;Being&quot; spotted on Naval Air Station 1971","7/16/06"
"8/17/71 18:30","Nuevo Laredo","TX","Formation","10 min.","9 round red objects spotted over Laredo, TX in 1971","1/31/04"
"8/15/71 23:00","Woodland","WA","Light","15 seconds","Three very bright, extreamly fast globes of white light","6/18/04"
"8/15/71 19:00","Beavercreek","OH","Light","N/A","Light chashing USAF transport.","12/12/11"
"8/15/71 06:00","Chateauguay (Canada)","PQ","Triangle","unknown","A triangle or flying wing, lights could be seen on the bottom. A bright day, did not appear to be clouds in the sky. moved so slow, I c","7/16/03"
"8/11/71 13:00","Fallsburg","NY","Cross","4 SECONDS","AN OBJECT RESEMBLING AN AIRPLANE FLEW OVERHEAD AT GREAT SPEED, STOPPED ABRUPTLY, AND FLEW OFF AT 90 DEGREES TO IT'S ORIGINAL FLIGHT PAT","2/1/07"
"8/10/71 22:00","Corning","NY","Disk","approx. 5 min.","craft made no noise and leveled and lowered into field.","8/5/01"
"8/9/71 23:00","Holt","CA","Disk","5 min","this sauser hoovered over tin quanset hut shed 3 minutes lit up the entire building then shot off at fast speed","1/31/11"
"8/2/71 20:00","Kauai","HI","Disk","10 seconds","fire ball from south to north direction about 10 to 15 miles away withthe craft coming directly at us then taking a right northerly tur","8/30/99"
"8/1/71 21:00","Fredonia","AL","Unknown","2 minutes","my  wife and I were travling east of fredonia 'when my wife noticed strange lights crossing alarge pasture. i stopped the car and got o","8/5/01"
"8/1/71 20:00","Goldsmith","TX","Light","30 Minutes","I was 16 when I had this sighting and I am not 51. At that time I didn't know how to report a sighting.  I was at a baseball park and s","10/30/06"
"8/1/71 15:00","Lamoille (above)","NV","Cigar","13/15 min.","Close Up, Broad Daylight Sighting of  a UFO.","2/14/08"
"7/30/71 18:00","Bolivar","MO","Cigar","1 minute","Silent fluorescent orange cigar-shaped UFO with neon pink glow around the edges disappeared in an instant","8/12/08"
"7/25/71 23:40","Puyallup","WA","Circle","2 minutes","I looked up to identify the source of the sound and saw an object with multicolored lights that were flickering in a sort of pattern.","5/15/06"
