lat,lng,city,state,date,specs,shape,duration
42.439479,83.7438303,Whitmore+Lake,MI,12/24/47,"Dec. 24, 1947 cigar shaped lighted object above the trees near Ann Arbor, Michigan",Cigar,20 Min.
35.9661987,94.777451,Proctor,OK,8/15/47,"cigar-shaped, no sound, sub-sonic vibration",Cigar,2 min
44.329496,74.1312662,Saranac+Lake,NY,8/12/47,"6-7 Disc shaped objects.  ((REPORT FROM:  BRIAN VIKE, BRITISH COLUMBIA, CANADA.))",Disk,approx:6 minutes
33.8139104,98.1953982,Henrietta+(south+of;+Route+66),OK,8/12/47,bright light latest 30 seconds in aug 1947 in oklahoma,Light,30 seconds
44.7963917,88.26837069999999,Green+Valley,WI,8/10/47,"White lights 5 to 7, 1/4 mile away, no sounds, just disappeared,",Unknown,3-5 minutes
37.63909719999999,120.9968782,Modesto,CA,8/8/47,My grandmother woke me up to go to the front house get my uncle to check on the bright blueish light out behind our cottage.  I was sca,Disk,UNKNOWN
36.5903035,103.6149232,Raton/Des+Moines,NM,7/20/47,The object followed us (our car) over 40 miles and then stayed 100 feet off the ground for about 10 minutes.  It then went straight up,Oval,45 Min
37.3382082,121.8863286,San+Jose,CA,7/15/47,"The object seen that summer evening  was cheveron shaped, with a blue glow  visable around the edges, moving silently &amp; slowly. N-S.",Chevron,2-4min ?
36.8472748,89.6853599,Morehouse,MO,7/15/47,"Looked like airplanes without windows,  wings, or tails.",Cylinder,hours
44.977753,93.2650108,Minneapolis,MN,7/15/47,July 1947 around 5 pm I saw a gray disc-like object in the sky which newscaster Cedric Adams mentioned later,Disk,19 minutes
37.15010669999999,82.4559845,Clintwood,VA,7/15/47,In July 1947 my Dad and I were working in our corn field in Clintwood Virginia (Dickerson County). Around 3PM we looked up up see a cyl,Cylinder,10 seconds
42.5963003,114.13614,Hazelton+(Northeast+of),ID,7/15/47,"The Object was Huge,Saucer-shaped,beautiful silver,no sound,no exhaust-No lights as it was early afternoon.",Disk,10 Min.
41.9677651,88.12028079999999,Keeneyville,IL,7/15/47,A burning particle from space experienced coincident with an unusual over flight at high altitude,Formation,five minutes
