lat,lng,city,state,date,specs,shape,duration
34.2011141,118.5360517,Reseda,CA,12/31/80,Daughter spotted &quot;plane on fire.&quot;  We watched it hover; overhead low very little sound.,Disk,1.3 hours
42.1487043,72.6078672,Chicopee,MA,12/30/80,Black diamond with green lights lands on porch roof,Diamond,5 minutes
32.0223076,80.9931021,Savannah/Tybee+Island,GA,12/28/80,"Amber/orange spheres over Tybee Island, Georgia.",Sphere,N/A
39.19550419999999,76.7228227,Hanover,MD,12/27/80,frozen in time,Light,unknown
39.8403147,88.9548001,Decatur,IL,12/20/80,"During a raging snowstorm, I saw a dark object flying at about 5 MPH in the middle of the road between the trees, using a bright search",Unknown,1 minute
45.4235737,91.40849229999999,Weyerhaeuser,WI,12/10/80,one UFO meets 2 others,Disk,15 min
37.0870821,76.4730122,Newport+News,VA,12/10/80,Hexagon shape ufo's,Other,1 minute
33.8658484,118.0831212,Artesia,CA,12/8/80,Cerritos/Artesia 1980 silent black disc with firey rim observed at dusk,Disk,unsure
37.2397486,96.9955918,Winfield,KS,12/1/80,A brief and disturbing encounter on the way to town some years ago.,Light,30 seconds
35.944608,86.81358399999999,Franklin+(5+miles+south+of),TN,12/1/80,Close encounter/Franklin Tn.,Rectangle,3 minutes
37.0870821,76.4730122,Newport+News,VA,12/1/80,I could see directly into the craft because lights were ON inside.,Disk,1 minute
33.3942655,104.5230242,Roswell,NM,12/1/80,"It was back in 1980.....we were four girls driving trough New Mexico, when we suddently saw a light. It was a big flash, and even thoug",N/A,N/A
38.1386689,81.2785796,Alloy,WV,11/22/80,Saucer seen briefly over road - may have landed,Disk,10 seconds total
39.2806451,80.34453409999999,Clarksburg,WV,11/21/80,tHE OBJECT MOVED FROM SIDE TO SIDE AND UP AND DOWN AND WAS GONE IN A FLASH,Oval,90 minutes
31.06378399999999,98.18169569999999,Lampasas,TX,11/15/80,"Very bright, fast moving light which appeared to circle the local radio tower and speed away",Light,10 seconds
42.732535,84.5555347,Lansing,MI,11/10/80,"object had sections like a large tootsie roll only more squared, no lights or noise,lit by city lights moved smoothly in straight line ",Rectangle,15 secs
32.912624,96.63888329999999,Garland,TX,11/5/80,Moving star plays connect the dots.,Light,Long time
41.0647645,86.2158331,Rochester,IN,11/1/80,Two objects seen one at close range in November of 1980,Oval,2 Hours
36.8529263,75.97798499999999,Virginia+Beach,VA,10/31/80,"There were &quot;two white lights, huge in size&#8221; like &quot;two flares in [the] sky hovering,&quot; with &quot;dogs howling&quot; at the same time of sighting.",Other,Still In View When Called
42.331427,83.0457538,Detroit,MI,10/29/80,Triangle shape object with flashings lights,Rectangle,30 seconds
41.47838650000001,81.4637295,Pepper+Pike,OH,10/28/80,Our Close Encounter with a saucer shape disc in Northeast Ohio in 1980.,Disk,2 hours
32.7766642,96.79698789999999,Dallas,TX,10/20/80,"We were in a boat fishing at Lake Ray Hubbard, heading toward north end of lake. We noticed an object hovering just above a water tower",Triangle,30-45 min
27.4241488,97.29910070000001,Corpus+Christi+(Maliki+Beach),TX,10/20/80,METALIC RED PORTHOLES HOVERED OFFSHORE AT DUSK SLOWLY DRIFTED SOUTH INTO CLOUDS,Disk,5MIN
35.3098066,91.5679114,Bald+Knob,AR,10/19/80,"ORANGE TRIANGULAR CRAFT,NO NOISE",Triangle,10 min
