"Date / Time","City","State","Shape","Duration","Summary","Posted"
"9/15/34 15:30","Valley City (6.5 miles east of)","ND","Disk","5 seconds","Two brothers observe, hear, three black discs streak overhead, moving from SE to NW; below high overcast. 500 Lights On Object0: Ye","6/12/08"
