lat,lng,city,state,date,specs,shape,duration
33.3942655,104.5230242,Roswell,NM,12/15/45,Sphere in Roswell. Were aliens looking for thier dead ?,Sphere,1 minute
33.9178438,106.8658586,San+Antonio,NM,8/16/45,"THE CRAFT APPEARED TO HAVE DECENDED AT AN ANGL, SKIDDED OVER A HUNDRED YARDS PUSHING THE DIRT IN FRONT OF IT AND BURIED IT'S SELF",Oval,8-9 DAYS
33.660297,117.9992265,Huntington+Beach,CA,8/8/45,MY DAD SAYS HIS AUNT AND UNCLE SAW THIS CRAFT IN 1944 OR 1945 DURING THE DAY IT HOVERED OVER THEM FOR ABOUT 5 MINUTES IN THE AREA OF BU,Disk,5 MINUTES
32.7766642,96.79698789999999,Dallas,TX,7/15/45,"A round ball of fire .  Not a wisp of cloud. My mother and I were sitting on our back steps in the shade, very hot.  This ball moved al",Sphere,2 hours ?
36.8354258,76.2982742,Portsmouth,VA,7/10/45,1945  RED  FLICKERING  V FORMATION  CRAFTS  MOVING  EXTREEML  FAST .,Formation,3 min
36.09985959999999,80.244216,Winston-Salem,NC,6/7/45,"I always thought this sighting should be on an official list, now, 60 yrs. later, it is.",Disk,seconds
30.5182727,82.94819,Jasper,FL,6/1/45,I belived it would be to our best Intrest to check this out .,Fireball,5minute
36.6620376,121.6096937,Salinas+AFB,CA,6/1/45,ufos belong to the US Air Force,Disk,30 minutes
37.2489537,77.3381855,Ft.+Lee,VA,1/1/45,"Multi-colored object near Army base, 1945",Cigar,short
