"Date / Time","City","State","Shape","Duration","Summary","Posted"
"12/29/81 22:00","Woodstown/Salem county","NJ","Disk","N/A","My family, friends called me and it was also being talked about on fb","2/4/13"
"12/24/81 20:00","Bedford County (Stewertsville Area)","VA","Disk","1hour to 1 hour and 30  m","close encounter of the second kind, 15 feet from disk shaped craft.","10/31/03"
"12/20/81 02:00","Fort Lauderdale","FL","N/A","lights","lights by my bedroom window","2/14/08"
"12/1/81 21:00","Orlando","FL","Light","15 minutes","17 lights that appeared they were playing tag in the night sky.","2/1/07"
"12/1/81 19:00","Albuquerque","NM","Rectangle","10 minutes?","Rectangular, checkmark shaped craft in NM near Albu. in Dec. 1981","6/6/00"
"11/30/81 20:00","Vernon","NJ","Triangle","4 minutes","Corrections Officer brother and sister have seperate events. I saw the triange 18 years ago!","4/2/99"
"11/29/81 00:30","Bartlesville","OK","Unknown","several minutes","The cloaked figure with huges eyes was hovering between the bed and the door.","10/31/03"
"11/27/81 09:00","North Bergen","NJ","Fireball","3-5 minutes","It was early evening, while looking West, towards Hudson County Park, a ball of fire was seen moving east...","9/2/05"
"11/25/81 22:00","Angleton &amp; Pearland (between)","TX","Sphere","10 minutes","Driving to Galveston @ 10 p.m. Nov. of `81, I saw 100s of saucers, got out of car and pointed upwards but 3 other cars wouldn't stop.","3/19/09"
"11/25/81 22:00","Stowe","VT","Rectangle","N/A","While snow plowing down a mt .rd. my truck lost power and lights and  Isaw two long objects with litup windows at tree top level.","1/10/09"
"11/23/81 20:30","Pacifica/Lindamar","CA","Changing","7 minutes","Two space craft in air, sitting motionless with no sound","6/12/02"
"11/21/81 21:30","Delmar","DE","Light","5 minutes","My sister and I witnessed six bright red lights shooting green lights up at six blue lights that were positioned directly above.e","9/9/03"
"11/20/81 20:00","Broken Arrow","OK","Oval","5 minutes","Large craft hovering within 75 feet of us, emitted glowing ball before taking off at amazing speed!","2/1/07"
"11/20/81 19:00","Sherwood","OR","Other","5 min","I looked up in the sky, and right above me, about the height you'd see a landing airplane if you were near an airport, were two flying ","1/7/00"
"11/14/81 19:30","Wahoo","NE","Cigar","~1 minute","Green neon saucer rose from behind trees to the left, rocked back and forth then accelerated over highway to west then vanished.","7/3/15"
"11/11/81 03:00","Plum Grove","TX","Circle","unknown","Apparently obvious craft hovering without making a sound","9/29/04"
"11/10/81 21:00","San Francisco","CA","Other","1 minute","I was standing in a parking lot,approx 20 feet from the wall of a two stoty building , facing eastward. It was approching dusk but ther","1/28/99"
"11/1/81 22:00","Lincoln","NE","Sphere","3-5 minutes","Large Object hovering at low altitude in sky in Lincoln Nebraska","10/30/06"
"10/31/81 19:00","Antioch","CA","Rectangle","2-3 minutes","Rectangle Over Antioch","10/21/16"
"10/31/81 18:00","Weed","CA","Disk","10 minutes","10/31/1981 Saucer Shaped UFO hovering between the moutain Mt. Shasta and the city of Mt. Shasta California","8/5/09"
"10/30/81 23:00","West Elk Wilderness Area","CO","Circle","five seconds","Bright round ball. several thousand MPH leveled off to one thousand MPH zig zaged through dense timber, no sound no projected light","12/23/02"
"10/20/81 21:00","Sherwood","OR","Other","about 15 sec","Two flying wings (?) over Sherwood, OR night sky.","11/3/05"
"10/18/81 16:00","Boulder","CO","Disk","10-15 seconds","3 slow moving disks over south Boulder.","10/14/13"
"10/18/81 07:30","Detroit/Warm Springs (between, Cascade Mts.)","OR","Cigar","one hour","Single small vehicle left main body and followed us in a hovering helicopter fashion for over 45 minutes while we were walking from the","9/26/98"
