lat,lng,city,state,date,specs,shape,duration
51.41771019999999,116.2168765,Meeting+Lake+(Canada),AB,9/15/14,"Night flying &quot;airplane&quot; with search lights observed on several occasions near Meeting Lake, Alberta in late 1914.",Unknown,N/A
