"Date / Time","City","State","Shape","Duration","Summary","Posted"
"11/25/58 23:00","Milwaukee","WI","Disk","10 seconds","3 disk shaped lights swerving among each other across sky, got to North, shot straight into the stars","12/12/11"
"11/15/58 22:30","Greenville","RI","Disk","ax. 10 min.","Five small disk or spherical-shaped objects merging with a large saucer-shaped object observed by three whitnesses in 1958.","4/16/05"
"10/30/58 01:00","Riverside","IL","Light","10 minutes (?)","Chicago suburbs, strange lights and figures; close contact with figures. 500 Lights On Object0: Yes","4/27/07"
"10/25/58 20:00","Terrebonne","OR","Unknown","1-2 minutes","Piercing, shrill tone.","8/5/12"
"10/20/58 21:00","St. Paul","MN","Other","2 seconds","A dull-orange craft sped southbound at low altitude and high speed toward the general direction of the airport.","3/16/00"
"9/25/58 19:00","Phelps County (rural area)","NE","Disk","3 to 5 min","Big object approached across field at dusk, stopped nearby, then abruptly flew off.  ((NUFORC Note:  Two witnesses.  PD))","12/7/06"
"9/20/58 22:20","Davis Jct. (on highway72 east to highway 51 north)","IL","Fireball","5min","red light with A GLOW AROUND IT DRIVING TO WORK 10;20PM DRIVING EAST SAW THIS LIGHT MAKING TRIANGLE MOTION CONTINIOUS MOTION IT WENT N.","4/2/99"
"9/16/58 12:00","Reseda","CA","Other","15 minutes","Bright white &quot;hole&quot; in deep blue noon sky on steady path.  No structure apparent.","9/25/14"
"9/14/58 19:30","Ashland","KY","Circle","45 seconds","Near observations of a slow moving silent object and ground effects.","2/14/08"
"9/7/58 19:00","Arthur","ND","Unknown","5-15 min.","Two lights of alternating color traveling and stopping at unexplainable rates of speed.","10/31/03"
"9/1/58 21:00","Perry","IA","Triangle","15-20 seconds","Triangular formation of red objects flying soundlessly across the sky.","6/24/14"
"9/1/58 20:00","Fargo","ND","Disk","15 min","Flying Saucer seen while driving home from work.","5/27/03"
"8/15/58 14:00","Monroe","GA","Oval","2 minutes","OVAL SHAPE SEEN IN OR AROUN 08/1958 IN MONROE GA","8/5/12"
"8/10/58 21:30","Bellevue","WA","Light","20 minutes","At dusk, a light appeared out of the  SE sky arched down above the E horizon moved NW.","11/19/12"
"8/8/58 15:00","Scarborough","ME","Disk","10 minutes","I was a young girl around 1958 when I saw a saucer-shaped craft on the ground in daylight resting between two sets of power lines","4/16/05"
"8/1/58 19:00","Derby (New Haven)","CT","Disk","10 - 15 min.","Occurred during early evening hours.  LARGE UFO (witnessed by many in neighborhood) hovered over open field at end of housing project. ","9/12/99"
"7/30/58 22:00","Randallstown","MD","Triangle","4  minutes","Two triangular slow,silent lowflying objects,each with three white lites,were seen in mid-l958 over Balto.Co.,Md.by hundreds.","4/16/05"
"7/20/58 21:30","Rock Springs","WY","Disk","1 min","Friend &amp; I retuned home from movie. We lived on a hill that over looked the desert. I looked out to the s.w. and saw this object and i ","4/2/99"
"7/15/58 17:30","Novato","CA","Disk","1min30sec","saw saucer in large grass field it took off straight over vehicle went into sky and dissappeared","1/28/99"
"7/10/58 17:00","Woodland Hills","FL","Light","10min","summer night in 1958. i was 10. i was standing next to a big oak tree looking towards the san franando valley. i beleive it was to the","2/1/07"
"7/10/58 09:00","Cheektowaga","NY","Teardrop","10 -20 secs","White teardrop shaped object observed during the daytime","3/21/03"
"7/5/58 21:00","Lakebay","WA","Disk","several hours","9 people see UFO in night sky.","11/26/14"
"7/1/58 21:00","Muncie","IN","Unknown","5 minutes","A star sized object circled the sky and then shot straight out of sight at very great speed.","4/27/04"
"7/1/58 04:48","Osmond (near; on a farm)","NE","Unknown","unk","Strange lights, no sound, spotlight like thing shining down on us.","1/10/14"
"6/30/58 23:00","Thibodaux","LA","Fireball","90 seconds","Historical Sighting  I have related this many times, but never committed it to writing until now. I was motivated to write this by the","1/21/08"
"6/30/58 21:30","Durham","KS","Light","several seconds","1950's  Durham, KS  evening  after dark 2 bright lights going across southern sky for several seconds","4/18/12"
"6/30/58 20:00","Fort Worth","TX","Disk","4 minutes","In 1958 witness 3 flying saucers from a distance of only 20 feet.","3/23/11"
"6/30/58 20:00","Texas City","TX","Unknown","5+ minutes","Cluster of UFOs   I was 6 to 9 years old when I witnessed several tiny star-like objects in the dark night sky. What caught my attentio","8/27/15"
"6/30/58 16:00","Camden (Penobscot Bay)","ME","Disk","Seconds?","Mother and pre-teen son witness a silver disc crash into Penobscot Bay.","7/16/06"
"6/30/58 13:00","Conyers","GA","Teardrop","5 min.","Sighting of a UFO ca. 1958.","5/2/11"
"6/30/58 12:00","Silverdale","WA","Cylinder","8-9 hours","Cylindrical craft hovered above the house with blinking lights of multiple colors for a long duration of time.","1/31/11"
"6/15/58 23:00","Pawnee","OK","N/A","N/A","(I want to add my contact information) this happened a long time ago and there's not much I could add. but I did see it happen.  We","5/29/12"
"6/15/58 23:00","Pawnee","OK","Light","30 min.","I watched two Star like objects in the Eastern night sky with a smaller one moving between the two.","2/10/12"
"6/15/58 22:00","Oklahoma (rural)","OK","Light","1:20","In the summer of 1958 I was in far eastern Oklahoma with a small troop of Boy Scouts and a Scout Master. We were camped on the banks of","9/1/04"
"6/15/58 20:00","Houston","TX","Disk","45 mins","Observed disk while driving. We stopped, got out and stood watching disk as it stopped directly over us. No sound or other disturbance.","1/28/99"
"6/15/58 19:15","Menlo Park","CA","Light","5-10 minutes","Saw noisless, extremely-low clear light slowly cruise past us and over hills, where &quot;encountered&quot; and newspaper-reported.","4/18/12"
"6/15/58 15:00","Coffeyville","KS","Cigar","?","This object was observed by 4 adults and 7 of us kids, I felt a loss of time I can't explain.","10/31/03"
"6/15/58 15:00","Yonkers","NY","Light","14 seconds","venus' dark side...","9/2/05"
"6/10/58 12:00","Baldwin Park","CA","Cigar","5 minutes","In 1958, an eleven year old girl sees a cigar shaped saucer hovering near her home.","3/11/03"
"6/6/58 09:30","Cincinnati","OH","Diamond","24 hours lost","odd shaped diamond saucer,light could pass threw it,about thirty feet long,15 feet high,three feet from touching the ground,glass looki","7/16/06"
"6/1/58 22:30","Grand Island","NE","Circle","2-3 min.","Hovering craft 60-75' over roadway","2/22/02"
"6/1/58 22:00","Timpson","TX","Light","1hour 30 min","Round lights,blMulticolored lights moving in circles on and around reswidence","12/20/00"
"6/1/58 21:00","New York City (Bronx)","NY","Oval","10 seconds","7 brightly illuminated elliptical discs racing uniformly across the night sky were seen moving NNW to SSE equally spaced apart.","4/16/05"
"6/1/58 19:00","San Francisco","CA","Oval","2 minutes","A low flying huge silver flying saucer positions itself over home in San Francisco in 1958.","10/31/03"
"6/1/58 02:00","Middlesex","NC","Circle","1 hour","white glowing lights","3/11/06"
"5/7/58 10:00","North Hollywood","CA","Circle","5days","A visit by a ufo object by a young child in 1958","6/12/07"
"5/5/58 20:00","Palmer Park","MD","Sphere","15-20 min.","I saw a white spherical light zig zaging across the sky leaving a plasma trail at unthinkable speed.","4/22/03"
"4/17/58 21:30","Winooski","VT","Oval","1 Hr 30 Min","object hovered, landed then left headed north traveling at 60Kmph, being tracked across USA by several radar sites.","2/22/05"
"4/17/58 21:30","Winooski","VT","Oval","1 &amp; 1/2 hours","more on the 1958 &quot;fireball&quot; in Winooski sky in case you didn't recieve the PDF file I sent of the newspaper clippings.","4/16/05"
"2/15/58 02:30","Howell","MI","Cigar","30 to  45 sec.","Large glowing object that seemed to be  landing!!","3/19/02"
"1/30/58 19:30","Trenton","NJ","Diamond","2","Diamond shaped craft hovers in sky near hospital then speeds away when I went to take a picture.","4/8/15"
"1/20/58 22:43","Birchy Bay (Canada)","NF","Disk","3min","i couldn't believe what i saw, it was like being in a movie, i still can't believe such an experience.","2/24/05"
"1/1/58 22:00","Pep","TX","Fireball","2sec","Green fire balls, Texas Panhandle, late 1950's.","12/12/09"
