lat,lng,city,state,date,specs,shape,duration
39.114053,94.6274636,Kansas+City,KS,11/15/60,"Two witnesses see ball of light come over horizon, then speed up and disappear before their eyes.",Unknown,5 Min. (three occasions)
47.2147934,122.1701765,Sumner+(Lake+Tapps+area),WA,11/11/60,Sphere with Spikes over Lake Tapps traveling West to East in 1960,Sphere,30 seconds
40.7556561,73.5876273,Westbury,NY,11/2/60,Father Mother and son in car stopped in middle of street to see a saucer with lights around the rim hovering above their house.,Disk,1 minute
44.7677424,93.27772259999999,Burnsville,MN,10/18/60,"No sound, Nothing.....The light that propelled it left a steam.nothing more.I could only see the craft because i could see",N/A,1
21.3996475,157.7973653,Kaneohe,HI,10/10/60,"AS a Marine 1st Lt. flying an FJ4B fighter/attack aircraft on a solo night exercise, I was at 50,000' in a &quot;clean&quot; aircraft (no ordinan",Light,15 minutes
54.1230722,114.4016742,Barrhead+(Canada),AB,9/15/60,"HBCCUFO CANADIAN REPORT:  Daddy, there is a stop light sitting in the grain field.",Other,20 minutes
40.4162842,120.6530063,Susanville,CA,9/15/60,"Three craft in formation, high altitude, lights constant across sky - unlike aircraft running lights which blink and &quot;hide&quot;",N/A,5-6 minutes
47.6062095,122.3320708,Seattle,WA,9/15/60,Triple disc sighting prior to dusk with a light beam and possible healing. Witnessed.,Disk,"2 min. for me, longer for"
36.548434,82.5618186,Kingsport,TN,9/15/60,"An orange, circular craft drifted over the house from east to west shortly after sundown.",Circle,5 Minutes
37.68717609999999,97.33005299999999,Wichita,KS,9/10/60,MADE  ONY  A  HUMMING SOUND EVEN WHEN  IT TOOK OFF.,Oval,20 min.
42.88644679999999,78.8783689,Buffalo,NY,9/5/60,Precise movements of a &quot;craft&quot; apparently observing a large tank like structure.,Oval,3 minutes
46.8791756,102.7896242,Dickinson,ND,8/28/60,There was no sound no air movement and it moved off very fast .,Circle,2 min
40.44062479999999,79.9958864,Pittsburgh,PA,8/20/60,A white sphere 5-7 ft. in diameter was viewed by about 35 people going form a stationary position to high rate of speed.,Sphere,about 5min.
33.7428471,118.2614332,Long+Beach+(Terminal+Island),CA,8/17/60,"9/17/1960 -21:10 hours-Terminal Island, Califronia, Four  Crescent over LBNSY- observed 4-5 seconds above broken clouds",Other,4-5 seconds
54.1230722,114.4016742,Barrhead+(Canada),AB,8/15/60,HBCCUFO CANADIAN REPORT:  five objects hovering over a power sub station.,Light,not given
42.279286,71.4161565,Framingham,MA,8/15/60,"The UFO over WKOX Framingham ,MA",Oval,20 min
42.4651421,71.0110473,Saugus,MA,8/15/60,at ten years of age we looked at each other and said &quot;that was no weather balloon !,Circle,5 min
46.9072222,121.0261111,Cottonwood+(near),WA,8/13/60,"The fact that whatever it was, was following ECHO the next night after it was seen by 100s of people in the sacremento valley",N/A,15 minutes
40.63788,74.4509863,Watchung,NJ,8/10/60,"Cigar shaped object, reddish brown that hummed overhead with hieroglyphics like writing in Watchung New Jersey.",Cigar,20 seconds
42.2231241,78.0344506,Belmont,NY,8/10/60,a bright light followed a slow zigzag path from the horizon to the zenith then made a right angle turn,Circle,15-20 minutes
43.294975,89.633128,Crystal+(N.+Wisconsin+Lake),WI,8/1/60,It was dark and then lit up. A huge white round object (flat?) moved at great speed and disappeared.This was the time when the ufo star,Circle,30sec
40.5773266,74.2282005,Carteret,NJ,8/1/60,"Cigar shapped object made no sounds, moved slowly overhead and then with tremendous speed vanished",Cigar,10 minutes
42.3600825,71.0588801,Boston,MA,8/1/60,Observed strange large disk like craft.,Disk,30 minutes
41.5647795,72.0619371,Taftville,CT,8/1/60,Saw a white saucer-shaped object hovering over church steeple in day time then  just faded away,Disk,1 min
40.6084305,75.4901833,Allentown,PA,8/1/60,Historical color video of major USA event shows presence of UFO,Cylinder,1 hour
34.09751,117.6483876,Upland,CA,7/30/60,"VERY BRIGHT, THE SIZE OF THE MOON!",Circle,.30
44.7246629,63.6908523,Bedford+(Canada),ON,7/17/60,Iridescent blue light passes over farmer at tree top level on a summer night in the early 60s,Disk,20-30 seconds
35.2219971,101.8312969,Amarillo,TX,7/15/60,Texas Panhandle UFO's,Diamond,1 hour +
35.3848841,77.9927651,Goldsboro,NC,7/15/60,"craft seen near Seymore-Johnson AFB, N.C., 1960",Sphere,2 minutes
36.7544778,121.765259,Pacific+Coast+Highway,CA,7/15/60,A bright dot high over the U.S. Pacific coast exhibiting rapid acceleration/deceleration and the ability to hover.,Unknown,~7 seconds
34.1008426,117.7678355,La+Verne,CA,7/15/60,"July 1960, Pomona Ca,  two yellowish orange spheres observed by numerous people that reported to the local paper.",Circle,30 min
36.1723944,94.1854702,Springdale/Fayetteville,AR,7/7/60,Concerning a formation of lights over Springdale/Fayetteville during the summer of 1960 or 1961.,Formation,10 minutes
42.9764027,88.1084224,New+Berlin,WI,7/4/60,"Large, slow moving craft, above the clouds, blinked out like a lightbulb before reaching the horizon",Circle,5 minutes
44.74951600000001,79.89219229999999,Midland+(Canada),ON,7/1/60,4 disc shapped crafts over Gerogen Bay ont.,Disk,17 minutes
45.5230622,122.6764816,Portland,OR,7/1/60,Stationary Lights Over Portland OR Around 1960,Unknown,15-30 min
42.3149367,83.03636329999999,Windsor+(Canada),ON,7/1/60,"Humming object with domed upper portion, flat bottom, numerous lights of multiple colors, 3 witnesses",Other,12-15 minutes
45.52151180000001,95.95221780000001,Stevens,MN,7/1/60,HIDDEN UNDERGROUND MILITARY BASES,Other,N/A
36.0145972,115.1171168,Unknown,NV,7/1/60,Real Evidence of UFOin the 60's,Disk,30 minutes
45.5230622,122.6764816,Portland,OR,6/30/60,Live TV broadcast from Portland OR in the summer of 1959 or 1960.,Disk,N/A
41.9589657,76.4331698,Litchfield,PA,6/30/60,When I was around 10 years old I was going to where my dad was baling hay on top a hill.My brother Glenn was with me and when we ca,Other,10 muntes?
37.1895318,84.1177098,East+Bernstadt,KY,6/21/60,The disc was about 30 feet across and moved silently; I was a five year old child. I was terrified and ran inside.,Disk,90 seconds
