"Date / Time","City","State","Shape","Duration","Summary","Posted"
"12/30/52 12:00","Camp McCoy (enroute to)","WI","Cylinder","30 minutes","1951-2 winter sighting","1/10/09"
"12/6/52 19:00","Chicago","IL","Other","45 sec.","Radar siting near Chicago- Dec. 1952. Object moved about 10 miles per second.","2/18/01"
"10/15/52 21:00","Richland","WA","Circle","5 seconds","Night sighting of seven large luminous UFOs flying in &quot;V&quot; formation","11/21/10"
"10/15/52 13:00","Mount Vernon","WA","Cigar","3 minutes","1952 sighting of cigar shaped craft over Mount Vernon, Washington.","1/7/15"
"10/1/52 12:00","Kansas City","MO","Disk","90 sec.","1952 daylight sighting of multiple discs in formation","10/31/08"
"9/15/52 14:00","Norridgewock","ME","Disk","4-5 MINUTES","SUNNY DAY, WITHIN 450 FEET, LOW...REPORTED TO DOW A.F.B.   IN BANGOR. NO NOISE SLOW ANTI GRAVITY DEF. NOT FROM EARTH!","12/2/00"
"9/9/52 20:00","Philadelphia","PA","Circle","3 minutes","saucers in a line over Phila Pa.","12/12/09"
"8/15/52 22:15","Hamilton","OH","Light","8 min.","Silent bright light passes overhead.","1/17/04"
"8/15/52 17:30","Prairie Grove","AR","Disk","00:20","Two observers saw silverish 30 foot disk maneuver above and below horizon at hover and supersonic speeds.","6/21/00"
"8/15/52 17:00","Smithson's Valley","TX","Cigar","20-30 minutes","2,500 long cigar shaped object hovered over a hill for about 20-minutes.","10/31/03"
"8/1/52 21:30","Tampa","FL","Oval","2 hrs. 30 min.","Triangulation radar fix (USAF, civil, Navy).  I ordered intercept by SAC B-29.  B-29 tracked object. Central fire control system locked","12/2/00"
"7/30/52 15:00","Manville","RI","Sphere","10 seconds","Group of lights moving across sky during daylight hours.","6/12/08"
"7/25/52 16:00","Tacoma","WA","Sphere","30 seconds","Six spheres flying in formation close to an Air Force base by Tacoma Washington.","3/2/04"
"7/22/52 09:30","Okolona","MS","Oval","5 Min.","Oval UFO paces occupants in automobile for 5 minutes on major highway","7/23/00"
"7/15/52 19:00","New York City (Bronx)","NY","Other","2 minutes","My friends and I were sitting on the roof of a building and saw 6 rows of 6 stars in formation then did a 90 degree turn in formation","4/16/05"
