lat,lng,city,state,date,specs,shape,duration
43.0389025,87.9064736,Milwaukee,WI,11/25/58,"3 disk shaped lights swerving among each other across sky, got to North, shot straight into the stars",Disk,10 seconds
41.8712103,71.5520069,Greenville,RI,11/15/58,Five small disk or spherical-shaped objects merging with a large saucer-shaped object observed by three whitnesses in 1958.,Disk,ax. 10 min.
41.8350316,87.8228357,Riverside,IL,10/30/58,"Chicago suburbs, strange lights and figures; close contact with figures. 500 Lights On Object0: Yes",Light,10 minutes (?)
44.3528981,121.1778129,Terrebonne,OR,10/25/58,"Piercing, shrill tone.",Unknown,1-2 minutes
44.9537029,93.0899578,St.+Paul,MN,10/20/58,A dull-orange craft sped southbound at low altitude and high speed toward the general direction of the airport.,Other,2 seconds
40.439101,99.36953799999999,Phelps+County+(rural+area),NE,9/25/58,"Big object approached across field at dusk, stopped nearby, then abruptly flew off.  ((NUFORC Note:  Two witnesses.  PD))",Disk,3 to 5 min
34.2011141,118.5360517,Reseda,CA,9/16/58,Bright white &quot;hole&quot; in deep blue noon sky on steady path.  No structure apparent.,Other,15 minutes
38.4784144,82.63793869999999,Ashland,KY,9/14/58,Near observations of a slow moving silent object and ground effects.,Circle,45 seconds
47.1041435,97.21814309999999,Arthur,ND,9/7/58,Two lights of alternating color traveling and stopping at unexplainable rates of speed.,Unknown,5-15 min.
41.8385964,94.10717969999999,Perry,IA,9/1/58,Triangular formation of red objects flying soundlessly across the sky.,Triangle,15-20 seconds
46.8771863,96.7898034,Fargo,ND,9/1/58,Flying Saucer seen while driving home from work.,Disk,15 min
33.7948364,83.713229,Monroe,GA,8/15/58,OVAL SHAPE SEEN IN OR AROUN 08/1958 IN MONROE GA,Oval,2 minutes
47.6101497,122.2015159,Bellevue,WA,8/10/58,"At dusk, a light appeared out of the  SE sky arched down above the E horizon moved NW.",Light,20 minutes
43.5901974,70.33449209999999,Scarborough,ME,8/8/58,I was a young girl around 1958 when I saw a saucer-shaped craft on the ground in daylight resting between two sets of power lines,Disk,10 minutes
41.3206523,73.0889973,Derby+(New+Haven),CT,8/1/58,Occurred during early evening hours.  LARGE UFO (witnessed by many in neighborhood) hovered over open field at end of housing project. ,Disk,10 - 15 min.
39.3673278,76.79525249999999,Randallstown,MD,7/30/58,"Two triangular slow,silent lowflying objects,each with three white lites,were seen in mid-l958 over Balto.Co.,Md.by hundreds.",Triangle,4  minutes
41.58746439999999,109.2029043,Rock+Springs,WY,7/20/58,Friend &amp; I retuned home from movie. We lived on a hill that over looked the desert. I looked out to the s.w. and saw this object and i ,Disk,1 min
38.1074198,122.5697032,Novato,CA,7/15/58,saw saucer in large grass field it took off straight over vehicle went into sky and dissappeared,Disk,1min30sec
28.0719823,82.71785369999999,Woodland+Hills,FL,7/10/58,summer night in 1958. i was 10. i was standing next to a big oak tree looking towards the san franando valley. i beleive it was to the,Light,10min
42.9026136,78.74457199999999,Cheektowaga,NY,7/10/58,White teardrop shaped object observed during the daytime,Teardrop,10 -20 secs
47.2570403,122.7584663,Lakebay,WA,7/5/58,9 people see UFO in night sky.,Disk,several hours
40.1933767,85.3863599,Muncie,IN,7/1/58,A star sized object circled the sky and then shot straight out of sight at very great speed.,Unknown,5 minutes
42.356035,97.5972043,Osmond+(near;+on+a+farm),NE,7/1/58,"Strange lights, no sound, spotlight like thing shining down on us.",Unknown,unk
29.7957633,90.82287099999999,Thibodaux,LA,6/30/58,"Historical Sighting  I have related this many times, but never committed it to writing until now. I was motivated to write this by the",Fireball,90 seconds
38.48612019999999,97.2280808,Durham,KS,6/30/58,"1950's  Durham, KS  evening  after dark 2 bright lights going across southern sky for several seconds",Light,several seconds
32.7554883,97.3307658,Fort+Worth,TX,6/30/58,In 1958 witness 3 flying saucers from a distance of only 20 feet.,Disk,4 minutes
29.383845,94.9027002,Texas+City,TX,6/30/58,Cluster of UFOs   I was 6 to 9 years old when I witnessed several tiny star-like objects in the dark night sky. What caught my attentio,Unknown,5+ minutes
44.209781,69.06418,Camden+(Penobscot+Bay),ME,6/30/58,Mother and pre-teen son witness a silver disc crash into Penobscot Bay.,Disk,Seconds?
33.6676103,84.01769039999999,Conyers,GA,6/30/58,Sighting of a UFO ca. 1958.,Teardrop,5 min.
47.6445386,122.6948697,Silverdale,WA,6/30/58,Cylindrical craft hovered above the house with blinking lights of multiple colors for a long duration of time.,Cylinder,8-9 hours
36.3378321,96.8039232,Pawnee,OK,6/15/58,(I want to add my contact information) this happened a long time ago and there's not much I could add. but I did see it happen.  We,N/A,N/A
36.3378321,96.8039232,Pawnee,OK,6/15/58,I watched two Star like objects in the Eastern night sky with a smaller one moving between the two.,Light,30 min.
35.449637,97.4848555,Oklahoma+(rural),OK,6/15/58,In the summer of 1958 I was in far eastern Oklahoma with a small troop of Boy Scouts and a Scout Master. We were camped on the banks of,Light,1:20
