"Date / Time","City","State","Shape","Duration","Summary","Posted"
"12/31/75 22:30","Lisle","IL","Light","2 MINUTES","December 31st, 1975. It was maybe around 10:30 pm. My husband (noW ex-husband) and I had been working in Westmont. We were headed to hi","6/3/10"
"12/31/75 19:30","Webb","MS","Disk","approx 5 mins","My wife and myself were traveling to a friends house for a new years party. We started from Coffeville Missisippi on State Road 32 via","6/18/04"
"12/26/75 20:00","New Britghton","MN","Sphere","8 minutes","bright light then red blue green lights came on then took off dim lights so fast in south east of state","2/7/14"
"12/25/75 23:00","Tampa","FL","Triangle","5 minutes","Zig Zagging Star Over Tampa Florida","6/2/13"
"12/24/75 21:00","Winters Freeway","CA","Rectangle","2to 3 hours","i lost about 2 to 3 hours  when i drove off i felt sad almost in tears like i lost a dear friend,,,","12/12/09"
"12/23/75 02:00","Bowie","AZ","Oval","10 Minutes","This goes back a long way to December 1975. For obvious reasons I never reported it. Traveling cross country from Houston TX, to San Di","2/24/07"
"12/21/75 19:00","North Attleboro","MA","Sphere","15 minutes","Outline of the craft clearly seen, rotating lights, no noise, slowly moving south","12/20/00"
"12/20/75 21:00","Sunnyvale","CA","Light","N/A","large blue light with no sound; was unable to move","5/14/02"
"12/18/75 00:30","Clermont","IN","Disk","10 minutes","Disk-shaped saucer over house w/ a lazer light focused on home","6/9/09"
"12/16/75 21:00","Cranberry Ortage (Canada)","MB","Disk","1 hour","Me and two of my friends were snowmobiling on lake atapapuskow and then we stop for a cigarette when we saw a light coming toward us we","8/24/04"
"12/7/75 11:45","Jacksonville","FL","Triangle","3-5 MINUTES","WHILE WALKING ON ATLANTIC BOULEVARD IN JACKSONVILLE I WITNESSED A BOOMERANG SHAPED OBJECT ALMOST COLLIDE WITH A COMMERCIAL AIRLINER","1/28/99"
"12/1/75 22:30","Louisville","KY","Fireball","4mins","bright orange ,very high in space,going from south to the north--going a a fast speed!","11/21/10"
"12/1/75 04:00","Hollywood","CA","Disk","1 minute?","Classic Saucer over Hollywood at Christmas Season 1975","4/15/00"
"12/1/75 02:00","Edgewater","FL","Fireball","1 hour","lg glowimg ball Florida 1975  S. of Edgewater  after midnight maybe around 2:00 for an hr. jit looked floating ground level","1/17/04"
"11/27/75 16:30","Reno/Stead","NV","Disk","5 min","Disk shaped craft hovering above house in Stead, Nevada","12/19/03"
"11/25/75 23:00","Unspecified location in WV","WV","Triangle","10 min","Mercedes shaped red UFO","11/21/10"
"11/20/75 20:00","Yonkers","NY","Light","15 minutes","A fast object in the night sky","4/9/04"
"11/20/75 17:00","Hudson","NY","Unknown","30 sec?","I was alone, travelling north east on a local side road (Harry Howard Ave.) coming out of Hudson and on my way home from one of our bus","9/15/05"
"11/20/75 01:00","Miami","FL","Oval","3 hours","At 01:00 hrs looking out my room window I saw about 14 lights moving in the sky, they  began to pair off and move in diffrent direction","7/5/99"
"11/16/75 03:00","Miami","FL","Teardrop","1 hour","UFO lights in night sky, one came down and was wittnessed by young girl.","11/19/12"
"11/15/75 23:00","Miami","FL","Disk","3 to 4 min","The object ws sighted from the cockpit of a Choey Lee sloop, docked by a condo on a causwat between Miami &amp; Miami Beach. It first appea","12/14/04"
"11/15/75 23:00","Townsend","MA","Circle","20 minutes","Bright object resembling a full moon with strobe like chaser lights going around the bottom. Used a spot light then left.","10/30/06"
"11/15/75 21:30","Girard","OH","Oval","45seconds?","low flying oval light with zig zag bands on it .","6/20/05"
"11/15/75 21:00","Anderson","IN","Disk","5 minutes","Large craft with lights and whirring sound. Object stopped mid air. Lights sequenced. Object darted and stopped twice.","3/21/03"
"11/15/75 20:00","Albany","NY","Circle","30 seconds","UFO Sighting Occurred: 11/?/1975 approx 8:00pm EST Location: Albany, NY Shape: Bright, White light Duration: approx 30 seconds  I just","2/14/08"
"11/15/75 20:00","Catskill","NY","Formation","20 seconds","On my way across the rip van winkle bridge with my mother as a passenger we stopped my truck when we saw multiple dark gray football sh","12/12/11"
"11/13/75 21:15","Woodbridge","VA","Circle","10 min","BRIGHT OBJECTS  CHASED INTO BELMONT BAY","5/11/05"
"11/13/75 21:00","Falls Church","VA","Circle","5 min","circular,bright multicolored lights rotating around middle of object","9/2/05"
"11/9/75 21:15","Beloit","WI","Disk","30 seconds","a friend and i were walking north thru a field between afton road and and the kruger golf course to meet a third friend. the sky was cl","8/5/01"
"11/5/75 00:00","Winslow","AZ","Fireball","3 minutes","SAW A BLUE FIREBALL  CROSS THE HIWAY IN WINSLOW,ARIZONA   IN 1977","4/18/12"
"11/1/75 23:00","Ware Shoals","SC","Circle","5-10 minutes","Large UFO flies within 50 feet of surprised bystander.","1/10/09"
"11/1/75 17:00","Natchez","MS","Oval","20 SECONDS","LARGE GLOWING OVAL SHAPED CRAFT NO IDENTIFING MARKINGS.WENT FROM HOVERING OVER TREES TO THE HORIZON MILES AND MILES AWAY IN ABOUT 2 SEC","7/16/03"
"11/1/75 02:00","Camp Pendelton","CA","Flash","45 seconds","On Camp Pendelton a UFO zig-saged across the base and zoomed off at the speed of light.","10/27/04"
"10/30/75 21:00","Kent","CT","Circle","10 seconds","Very low flying object with spinning multicolors. Craft did not seem to spin and had fire coming from rear. Low muffled fire sound.","12/23/02"
"10/30/75 20:00","Allen","KY","Disk","2-3 minutes","seen while searching for family members during trick or treat on 31rst of october. heard weird sound, saw streams from rear of craft.va","10/19/99"
"10/28/75 18:00","Cleves","OH","Cigar","don't know about thirty m","As I was driving down Bridgetown Rd. to pick up my son from Taylor High, while going down hill, I saw an object in the sky, it was the","10/31/03"
"10/25/75 22:25","Muscatine (area approx. 7mi south)","IA","Circle","10 to 12 sec","A formation of approx. 16 round fire orange guided craft entered the western sky at &quot;10 o'clock&quot; attitude. As I was watching the clear ","4/2/99"
"10/24/75 22:00","Baytown","TX","Light","10-15 MINUTES","THE OBJECT KEPT PACE WITH OUR CAR ALL THE WAY HOME.","4/16/05"
"10/21/75 23:20","Indian Rocks Beach","FL","Light","10 seconds","Shooting star stops, reverced direction, loops back and then shoots off into night.","10/31/08"
"10/20/75 22:00","Enterprise","AL","Other","two minutes","Very low, very slow flying, silent, black trapezoid viewed by 4 family members for about two minutes","4/16/05"
"10/20/75 03:15","Watkins Glen","NY","N/A","10 minutes","Large wheel of no substance flickering and copying itself.","2/12/04"
"10/20/75 01:30","McDermott","NV","Sphere","3 hours","A large, glowing ball that changed colors, and drifted overhead and to the South and West of me.","8/5/12"
"10/17/75 19:00","Greenwich","CT","Circle","10 minuts","i made me feel it was a living thing.  that it was alive","12/12/09"
"10/15/75 23:00","Collinsville","AL","Triangle","15 minutes","It was like something out of star wars","7/16/03"
"10/15/75 22:00","Ryegate (south of)","MT","Circle","1 hour","10/15/75. Round shape, extremely bright white light, took off (up) when I told it to &quot;come get me&quot;.","10/31/03"
"10/15/75 19:30","Montpelier/Burlington (between)","VT","Other","5 minutes","1970s cop sees massive UFO in rural Vermont","8/30/13"
"10/15/75 19:00","Monroe","NY","Disk","1 minute","Flying saucer lifts off from field without a sound or trace.","10/10/11"
"10/15/75 19:00","Swannanoa","NC","Other","15 minutes","Mother and children witness dome-shaped object with lights ascending from the ground and hovering overhead","8/5/01"
"10/15/75 18:30","Anniston","AL","Circle","15 minutes","Blue and round.","1/16/15"
"10/15/75 18:00","Williston","ND","Disk","5 Minutes","Missing Time","12/16/05"
"10/15/75 18:00","Nesconset","NY","Disk","3 minutes","Large quiet craft,  moving at a very low altitude, heading east over Suffolk County, New York.","2/14/08"
"10/15/75 17:00","Scituate","RI","Circle","10 minutes","Object with orange lights moves straight up in sky to nothingness.","12/16/05"
