"Date / Time","City","State","Shape","Duration","Summary","Posted"
"12/31/04 23:55","San Diego","CA","Circle","3 min","2 brilliant, pulsating, Red lights over Mission Bay / Pacific Beach : Red objects accelerated at a very high speed .","1/27/05"
"12/31/04 23:55","San Diego","CA","Light","3 minutes","2 red lights in San Diego New Years eve (around 11:55pm - till midnight)","1/19/05"
"12/31/04 16:00","Lombard","IL","Disk","3 minutes","saucer shaped object in the sky glows white and fades three times in sky","1/11/05"
"12/31/04 13:00","Friendswood","TX","Triangle","10-15 min.","Saw orange light appear and dissapear on different parts of the sky for alteast 10 minutes","1/11/05"
"12/31/04 06:25","Sumter","SC","Light","3 MIN","Point of light","1/11/05"
"12/30/04 20:30","Wellsville","NY","Fireball","3 minutes","Bright orange glowing object that hovered, moved across the sky and down, then disappeared.","1/11/05"
"12/30/04 20:00","Anchorage","AK","Light","15 min","Two hovering lights above Anchorage, Alaska","1/11/05"
"12/30/04 17:00","High River (Canada)","AB","Rectangle","15 minutes","3 hovering bars over mountains change brightness and move up and down and back and forth for 15 minutes","12/16/05"
"12/30/04 11:30","Fullerton","CA","Oval","20 min","Hovered up and down and side to side","1/11/05"
"12/30/04 09:15","Sebring","FL","Circle","30 seconds","Bright white light appeared in clear blue sky for about 30 seconds around 9 A.M.","1/11/05"
"12/30/04 06:15","Quebec (Canada)","QC","Light","5 min","The objects stayed in the sky without moving.","1/11/05"
"12/30/04 06:00","Inglewood","CA","Circle","2 Minutes","Possible International Space Station Siteing","1/11/05"
"12/30/04 02:30","Lake Station","IN","Changing","5 Minutes","Intense blue light filling room, and a baby nine months later","8/7/07"
"12/29/04 21:10","Gainesville","FL","Light","5MINS","I COULDN'T BELIEVE MY EYES","1/11/05"
"12/29/04 18:30","Billerica","MA","Circle","at least 2 hours","Large White circles of light racing in circles at fast speed above the clouds in Billerica, Ma","1/11/05"
"12/29/04 18:15","Emporia","KS","Other","5 - 10 seconds","Amber lights in the shape of the number 7 or a backward capital F gliding silently across the Kansas night sky.","5/24/05"
"12/29/04 15:30","Rockford","MI","Oval","15 sec.","While heading south on Ramsdell going to a local Deli to pick up dinner, I was coming to a stop sign onto Cannonsburg Road, I was almos","2/8/05"
"12/29/04 11:42","Lake City","FL","Circle","12 minutes","Seven brite dots seemed to hover for 12 minutes, then vanished instantly.","1/11/05"
"12/28/04 21:00","Phoenixville","PA","Triangle","20 mins","Light along the sides with a shape of a triangle","1/11/05"
"12/28/04 21:00","Fox Chapel","PA","Triangle","90secs","Thsi not one of the UFOs I see before.","1/11/05"
"12/28/04 14:00","Malibu (just W of, on Pacific Crest Highway)","CA","Triangle","1 minute","I witnessed triangle craft being chased by military planes near NAS Pt.Mugu Dec.2004","5/15/06"
"12/28/04 06:30","Terre Haute","IN","Light","15 MINUTES","I SEEN A LIGHTS HOVERING IN MORNING ABOVE HIGHWAY, THEN WENT UP INTO SKY.","1/11/05"
"12/28/04 04:00","Havre de Grace","MD","Unknown","@ 1 HOUR","the object looked like a star and appeared to get brighter at times as it moved up and down across the nights sky","1/11/05"
"12/27/04 23:59","Wenatchee","WA","Chevron","3 to 4 min","bright lights forming a giant chevron formation","2/8/05"
"12/27/04 09:05","Sebring","FL","Circle","30 seconds","Bright white light appeared in clear blue sky for about 30 seconds around 9 A.M.","1/11/05"
"12/27/04 07:35","Washington","IN","Other","07:35-16:00","Strange Day of Sightings","1/19/05"
"12/27/04 01:30","Bend","OR","Triangle","3 and one half minutes","I am an employee of the Oregon Dept. of Transportation. I possess a Bachelor of Science degree with  minors in Speech Communication and","5/24/05"
"12/26/04 23:10","Tobyhanna","PA","Light","5 Seconds","Red light in the Sky","1/11/05"
"12/26/04 21:00","Tahlequah","OK","Oval","10","group of craft seen","6/20/05"
"12/26/04 20:00","Green Lake","WI","Light","at least 1 1/2 hrs","Very bright object low in the evening sky that seemed to spin while emitting light in many different colors.","1/11/05"
"12/26/04 19:38","Toronto (Canada)","ON","Formation","6 SECONDS","At about 19:38 pm I was out trying to view the comet Machholz as I was looking up in the sky directly above me while standing facing di","1/11/05"
"12/26/04 16:00","Sarasota","FL","Cylinder","3-4 minutes","Two silver white cylinders moving way to fast for a blimp","1/11/05"
"12/26/04 04:00","North Little Rock","AR","Other","~1 - 2 hours","I remember being dropped off into my house.  I was so exhausted when I &quot;fell&quot; into my bed.","5/24/05"
"12/26/04 00:00","Winter Park","FL","Changing","36 Min 27 Seconds","3 Multi colored objects hovored over my calm lake...","1/11/05"
"12/25/04 00:00","Rio Hondo","TX","Circle","23","two large Circle indentation in ground left at scene","10/30/06"
"12/25/04 22:25","Gloucester","MA","Changing","5 MINUTES","2 triangles split apart to many stars and hovered near Orion.","1/11/05"
"12/25/04 21:00","Lafayette","LA","Fireball","5 MIN.","CHRISTMAS NIGHT, OBJECT IN SKY GLOWING RED AND ORANGE.","1/11/05"
"12/25/04 20:00","Long Beach","CA","Triangle","3 mins","On Dec 25th , 2004 I was heading east on stearns going towards cal state long beach on my way home for christmas dinner. As I made a ri","6/20/05"
"12/25/04 18:35","Garden City","NY","Light","4 seconds","I saw a white light in the sky flare brightly, then dim, then flare again, less brightly, then disappear.","1/11/05"
"12/25/04 17:00","Eugene","OR","Changing","5 minutes","After exiting my garage on my way to the car, my eye caught something odd in the night sky. I observed what seemed to be an object with","1/11/05"
"12/25/04 13:23","Republic","WA","Unknown","N/A","A ball of light.","3/11/06"
"12/25/04 06:20","Baker","CA","Light","30-45 seconds","Fireball in Desert near Baker, Ca.","1/11/05"
"12/25/04 06:00","Audubon","NJ","Unknown","1 minutes","Star? Moving Rapidly Across the sky maintaining altitude.","5/24/05"
"12/25/04 01:00","Bellefonte","PA","Formation","3 minutes","Three bright lights flying in a v formation that were following a smaller yellow-white light.","5/24/05"
"12/25/04 00:00","Saskatoon (Canada)","SK","Triangle","10 minutes","It started to dip and dive","1/19/05"
"12/24/04 22:00","Madera","CA","Light","3 minutes","i saw lights blinking in weird formation and it was hovering next to the car.  ((NUFORC Note:  Student report.  PD))","11/3/05"
"12/24/04 21:00","Harlingen","TX","Other","20min.","Large Blue Light-1st Snow in 105 years.","8/24/10"
"12/24/04 20:58","Vienna","VA","Fireball","1 sec","Bright BLUE/GREEN object streaked cross the sky from NE to SW.","1/11/05"
"12/24/04 19:35","Peshastin","WA","Light","5 Minutes","Slow Moving , Gold in Color,Started to Flash and Dropped a Light same in color as the object continued slow without any noise","1/11/05"
"12/24/04 19:00","South Webster","OH","Sphere","3 seconds","Blue Green Falling Star-No Trail","1/11/05"
"12/24/04 04:00","Columbia","MD","Other","over an hour","object looked like a star, but the color changed back and forward","1/11/05"
"12/24/04 00:00","Philadelphia","PA","Disk","2 minutes","clear view of a flying saucer,hovering, and beaming down a light.","5/15/06"
"12/23/04 18:30","Reynoldsburg (east of)","OH","Light","2 minutes","The bright white light moved at high speed from the sky down to the horizon and then horizontally across the treeline.","5/24/05"
"12/23/04 16:40","Nanaimo (Canada)","BC","Unknown","34min","Do not have much time here, Christmas eve, gotta go, but yesterday, my fiance and I saw about 1000 feet away, above 120 foot tall old f","1/19/05"
"12/23/04 16:30","Murfreesboro","TN","Sphere","Several seconds","Bright orb of fiery red light seen beneath cloudy overcast in southern sky.","1/11/05"
"12/23/04 16:00","Abilene","TX","Oval","5-10 seconds","The shiny hovering object sat there, then it was suddenly gone.","5/24/05"
"12/23/04 05:00","Somerville","TX","Other","N/A","Very bright static light with multi-colors.","1/11/05"
"12/23/04 04:20","Malvern","IA","Light","5 seconds","shooting star which stopped and suddenly shot upward","1/11/05"
"12/23/04 01:00","Palo Alto","CA","Formation","15 Seconds","V shaped formation floats across sky,","1/11/05"
"12/23/04 00:00","Chatsworth","GA","Diamond","1 minute","i came out an looked cuze of my dogs noise and there it wuz over the mountain","1/11/05"
"12/22/04 23:00","Tulsa","OK","Unknown","3-5 minutes","strange noises in the night time sky of tulsa.  ((NUFORC Note: Please see note.  Sound probably related to aircraft activity.  PD))","1/11/05"
"12/22/04 20:30","Portland","OR","Unknown","10 Minutes","Loud object with three lights.","1/11/05"
"12/22/04 16:39","Vancouver (Canada)","BC","Cigar","2 minutes","6 cigar shaped objects over Vancouver","1/11/05"
"12/22/04 01:00","Lansdale (on highway)","PA","Unknown","few seconds","Craft was speeding along at an insane speed and then stopped on the dot, hovered then flew back at an insane speed.","1/11/05"
"12/21/04 21:10","Wenatchee","WA","Fireball","Seconds","Large shooting star over eastern sky","1/11/05"
"12/21/04 21:00","North Myrtle Beach (Cherry Grove)","SC","Circle","5.min","Every thing was a very bright gold color.","2/8/05"
