"Date / Time","City","State","Shape","Duration","Summary","Posted"
"12/30/59 23:00","Del Mar","CA","Unknown","N/A","Aircraft flying silently from west to east over Del Mar, CA. stops and stays in the same place for several minutes.","2/21/14"
"12/30/59 18:35","Tehachapi","CA","Fireball","30 seconds","White fireball hitting ground.","2/21/14"
"12/20/59 18:30","Los Angeles","CA","Disk","10 minutes","Silent, Extreme Bright White Disc of Light, approx. 100 foot diameter Hovered approx. 10 minutes then &quot;Switched Off&quot;.  Small white ligh","9/12/99"
"11/15/59 01:30","Lafayette","IN","Circle","30 min","Observed white object for about 20 minutes in Nov. 1959 which approached and then flew away.","4/16/05"
"11/11/59 20:00","Starke","FL","Sphere","30min","UFO OVER JACKSONVILLE","11/11/03"
"10/16/59 22:30","Four States","WV","Sphere","10 MINUTES","MYSTERIOUS RED LIGHTS  IN NORTHERN WEST VIRGINIA","3/31/08"
"10/15/59 00:00","Marysville","WA","Other","1:15","UFO  Over  Golf Course","4/27/07"
"10/5/59 19:00","Rock Hill","SC","Triangle","one minute","WE LOST A HOUR OF OUR LIFE  WE WERE STANDING ON THE ROAD THE CAR WAS OVER A HILLMy mom told me that when she was young (I guessed a","6/4/14"
"10/5/59 18:30","Duluth","WI","N/A","15 minutes","Bright light observed over Lake Superior near Duluth MN. in 1958 or 59. Stationary but then moved and changed colors. Then disappeared.","7/4/12"
"10/1/59 20:45","Duluth","WI","N/A","15-20 minutes","Single saucer shaped craft observed from Duluth Mn. skies over Lake Superior-first  stationary, then NW movement.","8/5/12"
"10/1/59 19:00","Jacksonville","IL","Unknown","1 minute","Late 1959, bright lights from a hovering object of unknown shape making a zed-zid zed-zid electrical sound.","4/16/05"
"10/1/59 16:00","New York City (Manhattan)","NY","Other","N/A","A round object the shape of a bubble hovered by a window of a four or five story building. The object was silent. Some 20 feet os so ov","11/8/03"
"9/15/59 11:30","Dayton","OH","Disk","15 mini","formation of 6 saucers moving from Wright Paterson east to Dayton Ohio","2/8/05"
"9/15/59 01:00","Goldfield","NV","Light","1 minute","The object hovered over the pick-up, and raised it from the sand","4/16/05"
"8/20/59 03:00","Lake Bonita","NM","Fireball","0330","It landed and lit up the mountian like day. there were some sort of peoplw with lights that where they put them it wasa like daylight.","11/9/99"
"8/15/59 21:00","Mohave","CA","Light","2 minutes","Lites over head cut car lights and motor off.","5/11/05"
"8/15/59 15:00","Roswell","NM","Unknown","45 min.","The experience left everyone in a quandry, and had the effect of trauma suffered.","12/7/06"
"8/13/59 22:30","Jewett","NY","Light","20 minutes","Tumbling zig zag pattern of a shooting &quot;star&quot; observed in the Catskill Mountains, NY","12/12/11"
"8/13/59 21:00","Troy","NY","Unknown","15 minutes","Single star like light zigging and zagging in night sky","3/10/11"
"8/10/59 01:30","Reseda","CA","Disk","10 minutes","The saucer was roof high and I observed it very closely for at least 3 to 5 minutes","4/18/12"
"8/1/59 18:00","Golden","TX","Disk","3 seconds","children see flying saucer in small East Texas town","5/15/06"
"7/22/59 14:30","Allendale","KY","Light","5 minutes","07/22/1958    Allendale     Ky         Light in the sky  moving very fast             lasting 5 min.   posted 10/02/05","10/11/05"
"7/20/59 21:30","Fort Lauderdale","FL","Light","2-3 minutes","Two lights like strs converging upwad becoming &quot;one&quot;.","8/5/01"
"7/19/59 01:00","Salem","OH","Disk","hour","1959 Saucers-huge- pattern of four shifting high in Ohio skies-white-yellow perfectly formed-moving very fast","4/16/05"
"7/16/59 18:00","Worcester","MA","Other","3 minutes","strange object sighted over worcester,ma july 1959...and in long island.ny on same day","6/4/04"
"7/15/59 23:00","New Albany","IN","Cigar","5 minutes","Cigar shaped object hovered in the sky","6/23/04"
"7/15/59 12:00","Nort Sutton (resort area near)","NH","Unknown","15 seconds","North Sutton, New hampshire July 15, 1959  Small cloud with blinking light in clear sky. In view for 15 seconds.","3/19/09"
"7/7/59 23:00","Long Beach","CA","Light","45 seconds","As a young man, I would lay out in the yard at night and look at the sky--I often saw an object moving at night speed, very high, no no","4/26/00"
"7/4/59 20:00","Gardner Lake (Extreme northeastern  US)","ME","Oval","15 min.","Craft desending ,from high rate of speed to a very slow speed, traveling across Gardner Lake - Landeed on east side of lake","9/12/99"
"7/1/59 20:00","Castle Rock","WA","Cigar","30 seconds","Large, cigar-shaped aircraft with evenly spaced windows drifted silently over the tree tops at night.","4/27/07"
"7/1/59 01:00","Strathmore","CA","Disk","4 minutes","the gathering of static electricity from atmosphere by ufo alien or USA craft  possible unmaned","2/1/07"
"6/30/59 21:00","Phoenix","AZ","Disk","N/A","1959 Saucer shaped object sighting Phoenix Arizona","6/23/10"
"6/30/59 20:00","New York City (Bronx)","NY","Oval","Approx. 1/2 hr.","My husband and I didn't believe in UFO's until we actually saw one!","7/19/10"
"6/30/59 14:00","Campbellsport","WI","Circle","20 min","I was a radar operator at Fallon NAS, we were a parasite unit of the air force. We got a call from the Navy control tower to check out","6/12/08"
"6/28/59 13:00","Globe","AZ","Rectangle","5 minutes","Rectangular shape consisting of what resembled plumbing joints connecting the four sides together hovered above us and shot straight up","9/2/05"
"6/23/59 22:00","Minneapolis","MN","Formation","2 hrs","Flying while in the Marine Corps in a AD Skuraider &amp; with a wing man, at apprx 6,000 ft observed Four Red cly objects estimating at 20,","1/17/04"
"6/15/59 23:00","Buffalo","WV","Light","~30","Lights in night sky over Putnam County, WV in 1959.  Two lights collide/merge and debris found the next day.","7/16/03"
"6/15/59 10:00","Campbell","CA","Disk","10 to 12 Min.","3 glowing disc shaped objects","2/24/07"
"6/15/59 08:30","Minneapolis","MN","Other","30seconds","Silver Bullet","12/16/05"
"6/15/59 01:00","Missoula (event at Superior)","MT","Unknown","20 consec nights","Twenty nights of stalking, apparent abduction attempts by Grey &quot;alien&quot; creatures, 1959.","6/6/00"
"6/10/59 13:00","Monroe","MI","Unknown","30  min.","Observed three very high flying  objects fly at unusual maneuvers","4/27/07"
"6/5/59 13:00","Arvada","CO","Circle","60 minutes","small round one over Rocky Flats at high altitude in 1959","8/5/09"
"6/1/59 22:00","Nelson","NE","Cigar","5 to 10 min","this was told to me from the man who seen the object. it was after a softball game in the summer of 1959. he was in the country going h","2/24/01"
