lat,lng,city,state,date,specs,shape,duration
39.65150269999999,75.32824540000001,Woodstown/Salem+county,NJ,12/29/81,"My family, friends called me and it was also being talked about on fb",Disk,N/A
37.270797,79.7942868,Bedford+County+(Stewertsville+Area),VA,12/24/81,"close encounter of the second kind, 15 feet from disk shaped craft.",Disk,1hour to 1 hour and 30  m
26.1224386,80.13731740000001,Fort+Lauderdale,FL,12/20/81,lights by my bedroom window,N/A,lights
28.5383355,81.3792365,Orlando,FL,12/1/81,17 lights that appeared they were playing tag in the night sky.,Light,15 minutes
35.0853336,106.6055534,Albuquerque,NM,12/1/81,"Rectangular, checkmark shaped craft in NM near Albu. in Dec. 1981",Rectangle,10 minutes?
41.1947018,74.49379429999999,Vernon,NJ,11/30/81,Corrections Officer brother and sister have seperate events. I saw the triange 18 years ago!,Triangle,4 minutes
36.7473114,95.98081789999999,Bartlesville,OK,11/29/81,The cloaked figure with huges eyes was hovering between the bed and the door.,Unknown,several minutes
40.8042674,74.012084,North+Bergen,NJ,11/27/81,"It was early evening, while looking West, towards Hudson County Park, a ball of fire was seen moving east...",Fireball,3-5 minutes
29.16941,95.4318847,Angleton+&amp;+Pearland+(between),TX,11/25/81,"Driving to Galveston @ 10 p.m. Nov. of `81, I saw 100s of saucers, got out of car and pointed upwards but 3 other cars wouldn't stop.",Sphere,10 minutes
44.4654332,72.6874023,Stowe,VT,11/25/81,While snow plowing down a mt .rd. my truck lost power and lights and  Isaw two long objects with litup windows at tree top level.,Rectangle,N/A
37.58948,122.501175,Pacifica/Lindamar,CA,11/23/81,"Two space craft in air, sitting motionless with no sound",Changing,7 minutes
38.4565052,75.57714709999999,Delmar,DE,11/21/81,My sister and I witnessed six bright red lights shooting green lights up at six blue lights that were positioned directly above.e,Light,5 minutes
36.060949,95.7974526,Broken+Arrow,OK,11/20/81,"Large craft hovering within 75 feet of us, emitted glowing ball before taking off at amazing speed!",Oval,5 minutes
45.3565074,122.840098,Sherwood,OR,11/20/81,"I looked up in the sky, and right above me, about the height you'd see a landing airplane if you were near an airport, were two flying ",Other,5 min
41.2115023,96.6212604,Wahoo,NE,11/14/81,"Green neon saucer rose from behind trees to the left, rocked back and forth then accelerated over highway to west then vanished.",Cigar,~1 minute
30.2146577,95.0949311,Plum+Grove,TX,11/11/81,Apparently obvious craft hovering without making a sound,Circle,unknown
37.7749295,122.4194155,San+Francisco,CA,11/10/81,"I was standing in a parking lot,approx 20 feet from the wall of a two stoty building , facing eastward. It was approching dusk but ther",Other,1 minute
40.8257625,96.6851982,Lincoln,NE,11/1/81,Large Object hovering at low altitude in sky in Lincoln Nebraska,Sphere,3-5 minutes
38.0049214,121.805789,Antioch,CA,10/31/81,Rectangle Over Antioch,Rectangle,2-3 minutes
41.42264979999999,122.3861269,Weed,CA,10/31/81,10/31/1981 Saucer Shaped UFO hovering between the moutain Mt. Shasta and the city of Mt. Shasta California,Disk,10 minutes
38.5458654,106.8849234,West+Elk+Wilderness+Area,CO,10/30/81,"Bright round ball. several thousand MPH leveled off to one thousand MPH zig zaged through dense timber, no sound no projected light",Circle,five seconds
45.3565074,122.840098,Sherwood,OR,10/20/81,"Two flying wings (?) over Sherwood, OR night sky.",Other,about 15 sec
40.0149856,105.2705456,Boulder,CO,10/18/81,3 slow moving disks over south Boulder.,Disk,10-15 seconds
41.4300937,73.6801297,Carmel,NY,10/15/81,"Diffuse white light morphs to large circle 100 ft dia.or possibly orb of many indescribable colors, shrinks to 25 ft dia., shoots off.",Circle,~10 minutes
41.69253810000001,86.9775319,Beverly+Shores,IN,10/15/81,Three glowing green orbs traveling westbound at approximately 70-80 MPH on US 20 near Furnaceville.,Sphere,6 seconds
37.992893,84.138868,Clark+County+(rural),KY,10/15/81,Driving on I-64  we realized that the terrain wasn't right and began checking mile markers which confirmed we had somehow missed both M,Disk,less than 1 hour
37.3382082,121.8863286,San+Jose,CA,10/15/81,"Town and Country Shopping Center, dic shaped craft at about 20feet above the ground...around 4:30PM on a Sunday.",Disk,7 minutes
45.48706199999999,122.8037102,Beaverton,OR,10/15/81,"DAYTIME SIGHTING long, black, no features, like a pencil, no sound. no lights.",Cigar,10 sec
33.5818921,111.2532032,Apache+Lake,AZ,10/15/81,UFO sighting Apache Lake in 1981during broad daylight hours.,Egg,10 minutes
50.1351544,97.3273965,Stonewall+(Canada),MB,10/15/81,"I remember feeling so scared and helpless, trouble breathing, feeling of being abandoned.",Triangle,10 hours
42.9265459,83.4003037,Hadley,MI,10/11/81,I took my girl to see the Northern Lights. I had a blanket laid out at the back of the cemetery at the corner of Hadley Rd and Sawmill,Light,Unknown
39.9611755,82.99879419999999,Columbus,OH,10/4/81,"A disc shaped craft, approximately thirty feet in diameter, hovered silently roof level.",Disk,Minutes
38.0564679,83.9432556,Mount+Sterling,KY,10/1/81,Close up view of UFO after unexplained loss of time. 500 Lights On Object0: Yes,Disk,one hour or more
43.5689029,86.0395071,Hesperia,MI,10/1/81,Two people in car see green oval object and lost time,Oval,40 minutes
44.8896866,93.3499489,Edina,MN,9/29/81,I am an extraterrestrial human being. The spacecraft that I came from is referenced by numerous cultures around the earth. From the anc,Disk,1 hour
43.8955436,103.4182455,Keystone,SD,9/27/81,"UFO photographed near Keystone, South Dakota.",Oval,3-8 seconds
34.1620385,97.42585509999999,Wilson,OK,9/27/81,"Cylinder-shaped object hovering and darting, at a consistent 45-degree angle, observed for 20 minutes. No wings, no running lights.",Cylinder,20 minutes
39.0169509,94.2816148,Blue+Springs,MO,9/25/81,"When I felt the bed sheets grazing my back, I knew I was the one moving and not the bed.",Other,10 minutes
