"Date / Time","City","State","Shape","Duration","Summary","Posted"
"12/25/82 19:00","High Point","NC","Light","3 to 4 mins","Object appearing to fly in formation with airliner before radically maneuvering away from it.","3/13/12"
"12/25/82 01:45","Kansas City","MO","Circle","40 min.","It came upon a light,on christmas morn.","11/20/01"
"12/15/82 21:00","Kingsport","TN","Triangle","30 seconds","Triangular craft with multicolored lights","12/12/09"
"12/15/82 06:30","Sanford","FL","Disk","1 MIN","I WAS COMING HOME IN DOWNTOWN SANFORD FL. WITH MY WIFE AT THE TIME, WHEN A LITTLE HISPANIC BOY WITH A DOG ON A ROPE CAME RUNNING AROUND","4/17/08"
"12/10/82 23:00","Huntington","NY","N/A","7 minutes","no sound, flaming ball of fire, moving iratically","8/5/09"
"12/10/82 22:00","Boone (west of)","NC","Chevron","00:20","I saw what appeared to be a large boomerang shaped craft with pale blue lights along the leading edge.","2/24/05"
"12/7/82 14:24","Pickering (Canada)","ON","Disk","3 MINUTES","A white object like a dinner plate was going on on to west side of our housem at a very high speed and there was no smoke behind it","12/2/00"
"12/1/82 22:00","Nyack (near; I-80)","CA","Cigar","12 minutes","Nyack CA in Dec. 1982, cigar shape, lasting about twelve minutes","2/14/08"
"12/1/82 02:00","Madill","OK","Fireball","30 minutes","Hwy 99, Madill Oklahoma toward Hwy 377 toward Texas state line","3/19/09"
"11/23/82 15:45","Clinton Township","MI","Circle","7 Min","disk about 40 feet in dia. a ring of round lights about the egdes. moved slowly, no sound, 75 feet of the ground","2/14/06"
"11/20/82 00:00","Surfside","FL","Diamond","one minute","A tumbling football shaped UFO with triangle windows of equal size with a different soft pastel colored light glowing in each window.","5/11/05"
"11/15/82 20:00","Fremont","OH","Light","1 minute","Silent, invisible craft, shoots blue beams of light on friend and I.","5/29/12"
"11/15/82 03:00","Marksville","LA","Circle","aprox 5 min","I can Only Belive That This Was A  Loading Of A  UFO  Into A  Mother Ship.","3/19/02"
"11/11/82 00:00","Florida (off coast","FL","Light","10 seconds","light and multiple contacts in Bermuda triangle","2/14/08"
"11/1/82 23:15","Oxnard (between Port Hueneme and Point Mugu)","CA","Sphere","7 Seconds","Phosphorescent green sphere, with no other surface characteristics.","2/16/99"
"11/1/82 06:15","Woolwich","ME","Changing","5 minutes","Lifelong UFO's","11/28/07"
"11/1/82 04:30","Ft. Leonard Wood","MO","Disk","15 minutes","FROM OCT - NOV  FT LEONARDWOOD, MO ABOVE PT FIELD LARGE DISKSHAPED OBJECT NO LIGHTS MOVING SLOW BLOCKING OUT STARS IN BACKGROUND,","2/14/08"
"11/1/82 00:00","East Texas River","TX","Egg","10 minutes","Four witness huge craft in East Texas.","11/20/02"
"10/31/82 18:30","Dilworth","MN","Other","1 minute","Older sister and I witnessed 3 orange, glowing, bell shaped shaped objects in northern sky. No sound.","10/10/11"
"10/30/82 14:55","San Diego","CA","Other","2 minutes","Was lying by pool and looking up at how pretty the clouds were. I watch the planes come over us all the time. Well, I noticed a blac","11/6/14"
"10/21/82 23:30","Orem","UT","Triangle","2 minutes","while noticing the stars over my head disappear in the shape of a triangle three lights became visable and a center docking entrance,as","10/10/11"
"10/15/82 23:00","Chillicothe","OH","Rectangle","unknown","It was very large several football fields in area. almost would appear to be the shape of a low rise office building compleat with wind","10/30/06"
"10/15/82 22:00","Narragansette","RI","Chevron","15 seconds","boomerang shaped object with 5 greenish lights growing in size and then turned and disappeared","3/19/09"
