"Date / Time","City","State","Shape","Duration","Summary","Posted"
"12/20/68 02:00","Juneau","AK","Other","15 minutes?","Earliest encounter, half-moon shaped object shot paralyzing light beam through bedroom window.","8/30/99"
"12/20/68 02:00","Juneau","AK","Other","15 minutes?","Strange half-moon shaped thing shoots light into room, causes paralysis and other effects.","11/2/99"
"12/15/68 23:00","Hollywood","CA","Other","Unknown","Abduction from bed in 1968.","1/22/04"
"12/15/68 21:00","Joshua Tree National Park","CA","Flash","1-2 hours","Multiple silent flashes in the sky.","12/16/99"
"12/15/68 17:30","Richmond (Canada)","BC","Disk","5-10 MIN.","rainbow lighting travelled around the object","5/27/03"
"12/12/68 03:00","Logansport/Kokomo.","IN","Cigar","5 min.'s?","Bright light front end of diesel train shape hovering /from distant star to huge craft overhead/passenger windows no soun no wings/tail","12/12/09"
"12/10/68 00:30","Abbeville (Lake Secession)","SC","Disk","5 min","I had a close incounter with a UFO/(saucer/disc).  Craft hoovered about ten feet over my head, backed off, lowered to eye level, then r","1/28/99"
"12/3/68 02:00","Gasconade","MO","Unknown","30 minutes","Colored fog on ground.  Mom wouldn't let me go outside to see what it was.  I am a Nuc. Engr.Sisters &amp; Person not yet born then has see","12/16/99"
"11/30/68 21:30","Locust Fork","AL","Light","3 minutes","Smaller UFO comes from behind mountain and enters larger one.","12/3/04"
"11/20/68 07:30","Kent","WA","Triangle","30 seconds","At daybreak, object (with recessed light in nose, and soundless) passed by us in the low clouds. It was barely getting light enough to ","11/9/99"
"11/18/68 01:00","Ocean off Miami","FL","Light","5 minutes","Three greenish lights well off the coast of Miami.","10/30/06"
"11/10/68 03:00","San Diego (Allied Gardens)","CA","Unknown","1/2 hour","I  AWAYS HAD THE FEELING I WAS &quot; NOT&quot; TO TALK ABOUT THIS, &quot; TO ANYONE-","3/19/02"
"11/8/68 20:50","Exeter","RI","Triangle","5 minutes","Flying isoclese triangle with three lights.","9/30/16"
"11/1/68 22:00","Enid","OK","Flash","15 seconds","Encountered a bright light between the ground and the aircraft possibly traveling perpendicular to our flight path.","4/27/07"
