"Date / Time","City","State","Shape","Duration","Summary","Posted"
"11/15/60 22:00","Kansas City","KS","Unknown","5 Min. (three occasions)","Two witnesses see ball of light come over horizon, then speed up and disappear before their eyes.","1/17/04"
"11/11/60 02:00","Sumner (Lake Tapps area)","WA","Sphere","30 seconds","Sphere with Spikes over Lake Tapps traveling West to East in 1960","8/28/03"
"11/2/60 18:00","Westbury","NY","Disk","1 minute","Father Mother and son in car stopped in middle of street to see a saucer with lights around the rim hovering above their house.","10/31/03"
"10/18/60 00:00","Burnsville","MN","N/A","1","No sound, Nothing.....The light that propelled it left a steam.nothing more.I could only see the craft because i could see","11/21/10"
"10/10/60 20:00","Kaneohe","HI","Light","15 minutes","AS a Marine 1st Lt. flying an FJ4B fighter/attack aircraft on a solo night exercise, I was at 50,000' in a &quot;clean&quot; aircraft (no ordinan","1/22/04"
"9/15/60 21:30","Barrhead (Canada)","AB","Other","20 minutes","HBCCUFO CANADIAN REPORT:  Daddy, there is a stop light sitting in the grain field.","8/28/03"
"9/15/60 21:00","Susanville","CA","N/A","5-6 minutes","Three craft in formation, high altitude, lights constant across sky - unlike aircraft running lights which blink and &quot;hide&quot;","4/27/04"
"9/15/60 20:30","Seattle","WA","Disk","2 min. for me, longer for","Triple disc sighting prior to dusk with a light beam and possible healing. Witnessed.","4/27/04"
"9/15/60 19:00","Kingsport","TN","Circle","5 Minutes","An orange, circular craft drifted over the house from east to west shortly after sundown.","1/28/99"
"9/10/60 10:00","Wichita","KS","Oval","20 min.","MADE  ONY  A  HUMMING SOUND EVEN WHEN  IT TOOK OFF.","7/25/04"
"9/5/60 21:00","Buffalo","NY","Oval","3 minutes","Precise movements of a &quot;craft&quot; apparently observing a large tank like structure.","9/15/05"
"8/28/60 21:00","Dickinson","ND","Circle","2 min","There was no sound no air movement and it moved off very fast .","3/21/03"
"8/20/60 21:30","Pittsburgh","PA","Sphere","about 5min.","A white sphere 5-7 ft. in diameter was viewed by about 35 people going form a stationary position to high rate of speed.","5/9/03"
"8/17/60 21:10","Long Beach (Terminal Island)","CA","Other","4-5 seconds","9/17/1960 -21:10 hours-Terminal Island, Califronia, Four  Crescent over LBNSY- observed 4-5 seconds above broken clouds","3/31/08"
"8/15/60 23:00","Barrhead (Canada)","AB","Light","not given","HBCCUFO CANADIAN REPORT:  five objects hovering over a power sub station.","8/28/03"
"8/15/60 16:00","Framingham","MA","Oval","20 min","The UFO over WKOX Framingham ,MA","12/14/06"
"8/15/60 15:00","Saugus","MA","Circle","5 min","at ten years of age we looked at each other and said &quot;that was no weather balloon !","2/18/01"
"8/13/60 19:00","Cottonwood (near)","WA","N/A","15 minutes","The fact that whatever it was, was following ECHO the next night after it was seen by 100s of people in the sacremento valley","4/18/12"
"8/10/60 18:00","Watchung","NJ","Cigar","20 seconds","Cigar shaped object, reddish brown that hummed overhead with hieroglyphics like writing in Watchung New Jersey.","9/15/05"
"8/10/60 01:00","Belmont","NY","Circle","15-20 minutes","a bright light followed a slow zigzag path from the horizon to the zenith then made a right angle turn","6/9/09"
"8/1/60 23:00","Crystal (N. Wisconsin Lake)","WI","Circle","30sec","It was dark and then lit up. A huge white round object (flat?) moved at great speed and disappeared.This was the time when the ufo star","3/7/98"
"8/1/60 18:00","Carteret","NJ","Cigar","10 minutes","Cigar shapped object made no sounds, moved slowly overhead and then with tremendous speed vanished","10/30/06"
"8/1/60 18:00","Boston","MA","Disk","30 minutes","Observed strange large disk like craft.","5/15/06"
"8/1/60 15:00","Taftville","CT","Disk","1 min","Saw a white saucer-shaped object hovering over church steeple in day time then  just faded away","4/9/04"
"8/1/60 12:00","Allentown","PA","Cylinder","1 hour","Historical color video of major USA event shows presence of UFO","7/23/03"
"7/30/60 21:00","Upland","CA","Circle",".30","VERY BRIGHT, THE SIZE OF THE MOON!","4/16/05"
"7/17/60 22:00","Bedford (Canada)","ON","Disk","20-30 seconds","Iridescent blue light passes over farmer at tree top level on a summer night in the early 60s","6/12/08"
"7/15/60 21:00","Amarillo","TX","Diamond","1 hour +","Texas Panhandle UFO's","11/20/01"
"7/15/60 16:00","Goldsboro","NC","Sphere","2 minutes","craft seen near Seymore-Johnson AFB, N.C., 1960","10/12/01"
"7/15/60 10:00","Pacific Coast Highway","CA","Unknown","~7 seconds","A bright dot high over the U.S. Pacific coast exhibiting rapid acceleration/deceleration and the ability to hover.","10/8/07"
"7/15/60 01:00","La Verne","CA","Circle","30 min","July 1960, Pomona Ca,  two yellowish orange spheres observed by numerous people that reported to the local paper.","12/12/11"
"7/7/60 22:00","Springdale/Fayetteville","AR","Formation","10 minutes","Concerning a formation of lights over Springdale/Fayetteville during the summer of 1960 or 1961.","4/26/00"
"7/4/60 21:30","New Berlin","WI","Circle","5 minutes","Large, slow moving craft, above the clouds, blinked out like a lightbulb before reaching the horizon","4/27/04"
"7/1/60 22:00","Midland (Canada)","ON","Disk","17 minutes","4 disc shapped crafts over Gerogen Bay ont.","11/19/12"
"7/1/60 20:00","Portland","OR","Unknown","15-30 min","Stationary Lights Over Portland OR Around 1960","5/15/06"
"7/1/60 19:00","Windsor (Canada)","ON","Other","12-15 minutes","Humming object with domed upper portion, flat bottom, numerous lights of multiple colors, 3 witnesses","8/11/04"
"7/1/60 12:00","Stevens","MN","Other","N/A","HIDDEN UNDERGROUND MILITARY BASES","2/14/10"
"7/1/60 12:00","Unknown","NV","Disk","30 minutes","Real Evidence of UFOin the 60's","8/12/08"
"6/30/60 20:30","Portland","OR","Disk","N/A","Live TV broadcast from Portland OR in the summer of 1959 or 1960.","1/10/09"
"6/30/60 12:00","Litchfield","PA","Other","10 muntes?","When I was around 10 years old I was going to where my dad was baling hay on top a hill.My brother Glenn was with me and when we ca","11/28/07"
"6/21/60 14:00","East Bernstadt","KY","Disk","90 seconds","The disc was about 30 feet across and moved silently; I was a five year old child. I was terrified and ran inside.","3/19/09"
"6/18/60 23:00","Chicago","IL","Oval","3  SECONDS","AS I LYE IN THE NIGHT, MY EYES FOCUSED ON HEAVEN, FIVE DISCS SILENTLY PASSED OVER SOMETIME ROUND ELEVEN. THESE OVAL SHAPED OBJECTS GAVE","3/2/04"
"6/15/60 21:45","Kansas City","KS","Disk","15 min","Short visit!","2/24/01"
"6/15/60 21:00","Baltimore","MD","Other","5 minutes","Three white lights flying in formation.","8/24/10"
"6/15/60 17:00","Wenatchee","WA","Other","15 minutes","People came every Sunday night to see a formation of points very high in the sky, as they vanished one at a time.","9/25/15"
"6/13/60 02:00","Quincy","CA","Disk","several minutes","A lighted object was silently descending vertically into the canyon, then stopped and hovered","6/12/08"
"6/12/60 14:30","Great Falls","MT","Formation","20 MINUTES","SAC at Malstrom AF Base not Concerned!","4/27/04"
"6/11/60 02:00","Barstow-Baker","CA","Disk","3-5 minutes","Giant saucer crash in the mountains between Baker and Barstow, California.","4/27/04"
"6/10/60 18:00","Philadelphia","PA","Sphere","3-4 SECONDS","SPHERE 3 TIMES MOON SIZE, WITH MOVING COLORS WITH-IN IT","10/31/03"
"6/6/60 12:00","Cape Canaveral","FL","Fireball","4 hours","It was as if a huge ball of light zoomed down from the sky and just disappeared before my eyes.","1/11/02"
"6/3/60 18:00","Santa Ana","CA","Disk","5 minutes","Saucer shaped craft seen June 1960 over Santa Ana, California","9/2/05"
"6/1/60 22:00","Silverfdale","WA","Changing","20 MINUTES","UFO seen by 12 year old girl sleeping out near Trident Submarine Base","11/28/07"
"6/1/60 20:00","Vassalboro","ME","Oval","1-2 hr","Multi experiences with unknown.","6/12/07"
"6/1/60 18:00","Watervliet","MI","Disk","4 or 5 minutes","3 Saucers seen hovering in daylight; seen clearly enough to see the lights revolving around the middle","1/22/00"
"6/1/60 16:00","Victoria (Canada)","BC","Disk","Seconds","I was a teenager, 15 or 16 years old, at the time of the sighting.  I was standing at a bus stop, in the late afternoon.","5/15/13"
"6/1/60 13:00","Chadd's Ford","PA","Cylinder","5 seconds","Fast moving, silent cylinder.","8/5/12"
"6/1/60 13:00","New Jersey (southern)","NJ","Cigar","4 minutes","Cigar shaped object dropped pieces of heated metal.  I acquired one of the pieces in 1962.  Photograph to follow.","7/11/00"
"6/1/60 12:00","Palmdale","CA","Disk","5 minutes","Summer 1960 saucer with flashing lights (antenae?) hovered above Lilac View Street then shot straight up and out of sight.","11/28/07"
"6/1/60 12:00","Sacramento","CA","Cigar","5 minutes","Brother sees ship and occupants...maybe more.......","12/12/13"
"6/1/60 02:30","Yakima","WA","Other","15 min","Shaped like an old fashioned oil derick-about 100 feet tall-stationary-made of pure light.  We watched it,along with two or three other","1/28/99"
"6/1/60 00:00","Seattle","WA","Oval","5 seconds","OBJECT WAS OVAL IN SHAPE AND HAD MANY LIGHTS ON THE INSIDE PERIMETER. THE COLOR WAS LIGHT GREEN, LIKE THE OLD LUMINOUS WATCHES THAT GLO","11/30/99"
"5/15/60 18:00","Terre Haute","IN","Other","5 Min.","Light Bar in Clouds UFO","9/19/02"
